name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Marcelo de Araújo Pitaluga Filho,Liverpool,Newcastle United,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Tottenham,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Leeds United,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Chelsea,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Brentford,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Crystal Palace,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Leeds United,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Burnley,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Norwich,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Leicester City,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,West Ham,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Brighton,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Arsenal,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Watford,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Manchester City,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Manchester United,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Everton,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Newcastle United,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Tottenham,,True,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Aston Villa,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Southampton,,False,0,0,0,0,0,0,0,
Marcelo de Araújo Pitaluga Filho,Liverpool,Wolverhampton,,True,0,0,0,0,0,0,0,
