name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Karl Hein,Arsenal,Brentford,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Chelsea,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Manchester City,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Norwich,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Burnley,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Tottenham,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Brighton,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Crystal Palace,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Aston Villa,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Leeds United,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Watford,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Liverpool,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Newcastle United,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Manchester United,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Everton,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Southampton,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,West Ham,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Leicester City,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Norwich,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Manchester City,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Burnley,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Wolverhampton,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Brentford,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Wolverhampton,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Watford,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Leeds United,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Liverpool,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Aston Villa,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Crystal Palace,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Brighton,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Southampton,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Chelsea,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Manchester United,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,West Ham,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Leicester City,,True,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Tottenham,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Newcastle United,,False,0,0,0,0,0,0,0,
Karl Hein,Arsenal,Everton,,True,0,0,0,0,0,0,0,
