name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Jon McCracken,Norwich,Crystal Palace,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,West Ham,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Everton,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Watford,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Crystal Palace,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Manchester City,2022-02-12,True,0,0,0,0,0,0,0,0.1614831984043121
Jon McCracken,Norwich,Liverpool,2022-02-19,False,0,0,0,0,0,0,0,0.0105806924402713
Jon McCracken,Norwich,Southampton,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Brentford,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Chelsea,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Leicester City,2022-03-13,False,0,0,0,0,0,0,0,0.0
Jon McCracken,Norwich,Brighton,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Burnley,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Manchester United,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Newcastle United,,True,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Aston Villa,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,West Ham,2022-05-08,True,0,0,0,0,0,0,0,0.0
Jon McCracken,Norwich,Leeds United,,False,0,0,0,0,0,0,0,
Jon McCracken,Norwich,Wolverhampton,2022-05-15,False,0,0,0,0,0,0,0,0.0
Jon McCracken,Norwich,Tottenham,2022-05-22,True,0,0,0,0,0,0,0,0.0123239122331142
