name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Kristoffer Klaesson,Leeds,Manchester United,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Everton,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Burnley,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Liverpool,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Newcastle United,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,West Ham,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Watford,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Southampton,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Wolverhampton,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Norwich,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Leeds United,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Tottenham,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Brighton,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Crystal Palace,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Brentford,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Chelsea,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Manchester City,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Arsenal,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Burnley,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,West Ham,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Newcastle United,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Aston Villa,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Everton,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Manchester United,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Liverpool,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Tottenham,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Leeds United,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Aston Villa,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Norwich,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Wolverhampton,2022-03-18,False,35,0,4,0,2,0,0,0.0
Kristoffer Klaesson,Leeds,Southampton,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Watford,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Crystal Palace,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Manchester City,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Arsenal,,False,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Chelsea,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Brighton,,True,0,0,0,0,0,0,0,
Kristoffer Klaesson,Leeds,Brentford,,False,0,0,0,0,0,0,0,
