name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Illan Meslier,Leeds,Manchester United,2021-08-14,False,90,5,3,0,1,0,0,0.0
Illan Meslier,Leeds,Everton,2021-08-21,True,90,2,6,0,3,0,0,0.0
Illan Meslier,Leeds,Burnley,2021-08-29,False,90,1,2,0,2,0,0,0.0
Illan Meslier,Leeds,Liverpool,2021-09-12,True,90,3,5,0,2,0,0,0.0
Illan Meslier,Leeds,Newcastle United,2021-09-17,False,90,1,6,0,4,0,0,0.0
Illan Meslier,Leeds,West Ham,2021-09-25,True,90,2,5,0,1,0,0,0.0
Illan Meslier,Leeds,Watford,2021-10-02,True,90,0,1,0,6,0,1,0.0
Illan Meslier,Leeds,Southampton,2021-10-16,False,90,1,3,0,3,0,0,0.0
Illan Meslier,Leeds,Wolverhampton,2021-10-23,True,90,1,3,0,3,0,0,0.0
Illan Meslier,Leeds,Norwich,2021-10-31,False,90,1,2,0,2,0,0,0.0
Illan Meslier,Leeds,Leeds United,2021-11-07,True,90,1,2,0,2,0,0,0.0
Illan Meslier,Leeds,Tottenham,2021-11-21,False,90,2,2,0,1,0,0,0.0
Illan Meslier,Leeds,Brighton,2021-11-27,False,90,0,4,0,8,1,1,0.0
Illan Meslier,Leeds,Crystal Palace,2021-11-30,True,90,0,1,0,8,2,1,0.0
Illan Meslier,Leeds,Brentford,2021-12-05,True,90,2,1,0,1,0,0,0.0
Illan Meslier,Leeds,Chelsea,2021-12-11,False,90,3,3,0,1,0,0,0.0
Illan Meslier,Leeds,Manchester City,2021-12-14,False,90,7,8,0,1,0,0,0.0
Illan Meslier,Leeds,Arsenal,2021-12-18,True,90,4,8,0,3,1,0,0.0
Illan Meslier,Leeds,Burnley,2022-01-02,True,90,1,1,0,2,0,0,0.0
Illan Meslier,Leeds,West Ham,2022-01-16,False,90,2,3,0,2,0,0,0.0
Illan Meslier,Leeds,Newcastle United,2022-01-22,True,90,1,2,0,2,0,0,0.0
Illan Meslier,Leeds,Aston Villa,2022-02-09,False,90,3,2,0,1,0,0,0.0
Illan Meslier,Leeds,Everton,2022-02-12,False,90,3,7,0,3,0,0,0.0
Illan Meslier,Leeds,Manchester United,2022-02-20,True,90,4,5,0,1,0,0,0.0
Illan Meslier,Leeds,Liverpool,2022-02-23,False,90,6,8,0,1,0,0,0.0
Illan Meslier,Leeds,Tottenham,2022-02-26,True,90,4,6,0,2,0,0,0.0
Illan Meslier,Leeds,Leeds United,2022-03-05,False,90,1,3,0,3,0,0,0.0
Illan Meslier,Leeds,Aston Villa,2022-03-10,True,90,3,6,0,3,0,0,0.0
Illan Meslier,Leeds,Norwich,2022-03-13,True,90,1,3,0,3,0,0,0.0
Illan Meslier,Leeds,Wolverhampton,2022-03-18,False,54,2,2,0,0,0,0,0.0
Illan Meslier,Leeds,Southampton,2022-04-02,True,90,1,4,0,3,0,0,0.0
Illan Meslier,Leeds,Watford,2022-04-09,False,90,0,1,0,6,0,1,0.0
Illan Meslier,Leeds,Crystal Palace,2022-04-25,False,90,0,7,0,11,3,1,0.0
Illan Meslier,Leeds,Manchester City,2022-04-30,True,90,4,2,0,0,0,0,0.0
Illan Meslier,Leeds,Arsenal,2022-05-08,False,90,2,7,0,3,0,0,0.0
Illan Meslier,Leeds,Chelsea,2022-05-11,True,90,3,0,0,1,0,0,0.0
Illan Meslier,Leeds,Brighton,2022-05-15,True,90,1,5,0,3,0,0,0.0
Illan Meslier,Leeds,Brentford,2022-05-22,False,90,1,4,0,4,1,0,0.0
