name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Caoimhin Kelleher,Liverpool,Norwich,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Burnley,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Chelsea,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Leicester City,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Crystal Palace,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Brentford,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Manchester City,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Watford,2021-10-16,False,90,0,2,0,6,0,1,0.0
Caoimhin Kelleher,Liverpool,Manchester United,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Brighton,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,West Ham,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Arsenal,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Southampton,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Everton,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Wolverhampton,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Aston Villa,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Newcastle United,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Tottenham,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Leeds United,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Chelsea,2022-01-02,False,90,2,4,0,2,0,0,0.0
Caoimhin Kelleher,Liverpool,Brentford,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Crystal Palace,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Leeds United,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Burnley,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Norwich,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Leicester City,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,West Ham,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Brighton,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Arsenal,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Watford,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Manchester City,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Manchester United,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Everton,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Newcastle United,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Tottenham,,True,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Aston Villa,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Southampton,,False,0,0,0,0,0,0,0,
Caoimhin Kelleher,Liverpool,Wolverhampton,,True,0,0,0,0,0,0,0,
