name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
João Virgínia,Everton,Southampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Wolverhampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Tottenham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Manchester City,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Brentford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Liverpool,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Arsenal,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Crystal Palace,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Chelsea,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Leicester City,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Brighton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Norwich,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Aston Villa,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Newcastle United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Leicester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Southampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Manchester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Tottenham,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Wolverhampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Newcastle United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Brighton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,West Ham,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Burnley,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Manchester United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Leeds United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Liverpool,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Chelsea,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Leeds United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Watford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Brentford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Crystal Palace,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Arsenal,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Burnley,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Aston Villa,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Norwich,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Manchester United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,West Ham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
João Virgínia,Everton,Watford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
