name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Jack Butland,Crystal Palace,Chelsea,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Brentford,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,West Ham,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Tottenham,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Liverpool,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Brighton,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Leeds United,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Arsenal,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Newcastle United,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Manchester City,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Wolverhampton,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Burnley,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Aston Villa,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Leicester City,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Manchester United,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Everton,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Southampton,2021-12-15,True,90,2,2,0,1,0,0,0.0
Jack Butland,Crystal Palace,Tottenham,2021-12-26,False,90,3,3,0,2,0,0,0.0
Jack Butland,Crystal Palace,Norwich,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,West Ham,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Brighton,2022-01-14,False,90,1,4,1,11,3,0,0.0
Jack Butland,Crystal Palace,Liverpool,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Norwich,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Brentford,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Chelsea,2022-02-19,True,45,1,0,0,1,0,0,0.0
Jack Butland,Crystal Palace,Watford,2022-02-23,False,90,1,0,0,2,0,0,0.0
Jack Butland,Crystal Palace,Burnley,2022-02-26,True,90,1,1,0,2,0,0,0.0
Jack Butland,Crystal Palace,Wolverhampton,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Manchester City,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Arsenal,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Leeds United,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Newcastle United,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Leicester City,,True,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Southampton,,False,0,0,0,0,0,0,0,
Jack Butland,Crystal Palace,Watford,2022-05-07,True,90,0,1,0,6,0,1,0.0
Jack Butland,Crystal Palace,Aston Villa,2022-05-15,False,90,1,3,0,3,0,0,0.0
Jack Butland,Crystal Palace,Everton,2022-05-19,False,90,3,3,0,2,0,0,0.0
Jack Butland,Crystal Palace,Manchester United,,True,0,0,0,0,0,0,0,
