name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Patrik Gunnarsson,Brentford,Arsenal,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Crystal Palace,2021-08-21,False,0,0,0,0,0,0,0,0.0
Patrik Gunnarsson,Brentford,Aston Villa,2021-08-28,False,0,0,0,0,0,0,0,0.0518654957413673
Patrik Gunnarsson,Brentford,Brighton,2021-09-11,True,0,0,0,0,0,0,0,0.0
Patrik Gunnarsson,Brentford,Wolverhampton,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Liverpool,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,West Ham,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Chelsea,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Leeds United,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Burnley,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Norwich,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Newcastle United,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Everton,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Tottenham,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Leicester City,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Watford,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Brighton,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Manchester City,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Aston Villa,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Southampton,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Liverpool,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Manchester United,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Wolverhampton,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Manchester City,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Crystal Palace,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Arsenal,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Newcastle United,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Norwich,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Burnley,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Leeds United,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Chelsea,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,West Ham,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Watford,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Tottenham,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Manchester United,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Southampton,,True,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Everton,,False,0,0,0,0,0,0,0,
Patrik Gunnarsson,Brentford,Leicester City,,True,0,0,0,0,0,0,0,
