name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Robert Sánchez,Brighton,Burnley,2021-08-14,False,90,1,2,0,2,0,0,0.2881555259227752
Robert Sánchez,Brighton,Watford,2021-08-21,True,90,0,1,0,6,0,1,0.0
Robert Sánchez,Brighton,Everton,2021-08-28,True,90,2,3,0,2,0,0,0.0
Robert Sánchez,Brighton,Brentford,2021-09-11,False,90,0,1,0,6,0,1,0.0
Robert Sánchez,Brighton,Leeds United,2021-09-19,True,90,1,2,0,1,0,0,0.0
Robert Sánchez,Brighton,Crystal Palace,2021-09-27,False,90,1,2,0,2,1,0,0.2983822822570801
Robert Sánchez,Brighton,Arsenal,2021-10-02,True,90,0,2,0,6,0,1,0.0
Robert Sánchez,Brighton,Norwich,2021-10-16,False,90,0,2,0,6,0,1,0.0
Robert Sánchez,Brighton,Manchester City,2021-10-23,True,90,4,8,0,4,2,0,0.0
Robert Sánchez,Brighton,Liverpool,2021-10-30,False,90,2,1,0,1,0,0,0.0
Robert Sánchez,Brighton,Newcastle United,2021-11-06,True,90,1,1,0,-1,0,0,0.0497089326381683
Robert Sánchez,Brighton,Aston Villa,,False,0,0,0,0,0,0,0,
Robert Sánchez,Brighton,Leicester City,2021-11-27,True,90,0,4,0,8,1,1,0.0
Robert Sánchez,Brighton,West Ham,2021-12-01,False,90,1,4,0,4,1,0,0.0
Robert Sánchez,Brighton,Southampton,2021-12-04,False,90,1,3,0,3,0,0,0.0
Robert Sánchez,Brighton,Wolverhampton,2021-12-15,True,90,1,4,0,3,0,0,0.0
Robert Sánchez,Brighton,Brentford,2021-12-26,True,90,0,5,0,9,2,1,0.0
Robert Sánchez,Brighton,Chelsea,2021-12-29,False,90,1,4,0,3,0,0,0.0
Robert Sánchez,Brighton,Everton,2022-01-02,False,90,2,4,0,2,0,0,0.0
Robert Sánchez,Brighton,Crystal Palace,2022-01-14,True,90,1,1,0,2,0,0,0.0
Robert Sánchez,Brighton,Chelsea,2022-01-18,True,90,1,2,0,2,0,0,0.0
Robert Sánchez,Brighton,Leeds United,2022-01-23,False,90,1,4,0,4,1,0,0.0
Robert Sánchez,Brighton,Watford,2022-02-12,False,90,0,1,0,6,0,1,0.0
Robert Sánchez,Brighton,Manchester United,2022-02-15,False,90,2,5,0,2,0,0,0.0
Robert Sánchez,Brighton,Burnley,2022-02-19,True,90,3,1,0,1,0,0,0.0
Robert Sánchez,Brighton,Aston Villa,2022-02-26,True,90,2,2,0,1,0,0,0.0
Robert Sánchez,Brighton,Newcastle United,2022-03-05,False,90,2,2,0,1,0,0,0.0
Robert Sánchez,Brighton,Liverpool,2022-03-12,True,90,2,7,0,3,0,0,0.0
Robert Sánchez,Brighton,Tottenham,2022-03-16,True,90,2,5,0,2,0,0,0.0
Robert Sánchez,Brighton,Norwich,2022-04-02,True,90,0,0,0,6,0,1,0.0
Robert Sánchez,Brighton,Arsenal,2022-04-09,False,90,1,3,0,2,0,0,0.0
Robert Sánchez,Brighton,Tottenham,2022-04-16,False,90,0,0,0,6,0,1,0.0
Robert Sánchez,Brighton,Manchester City,2022-04-20,False,90,3,2,0,1,0,0,0.0
Robert Sánchez,Brighton,Southampton,2022-04-24,True,90,2,3,0,2,0,0,0.0
Robert Sánchez,Brighton,Wolverhampton,2022-04-30,False,90,0,1,0,6,0,1,0.0
Robert Sánchez,Brighton,Manchester United,2022-05-07,True,90,0,5,0,7,0,1,0.0
Robert Sánchez,Brighton,Leicester City,2022-05-15,False,90,1,3,0,3,0,0,0.0
Robert Sánchez,Brighton,West Ham,2022-05-22,True,90,1,1,0,2,0,0,0.0
