name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Sam Waller,Burnley,Brighton,2022-02-19,False,0,0,0,0,0,0,0,0.0
Sam Waller,Burnley,Tottenham,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Crystal Palace,,False,0,0,0,0,0,0,0,
Sam Waller,Burnley,Leeds United,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Chelsea,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Brentford,2022-03-12,False,0,0,0,0,0,0,0,0.0
Sam Waller,Burnley,Manchester City,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Everton,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Norwich,,False,0,0,0,0,0,0,0,
Sam Waller,Burnley,West Ham,,False,0,0,0,0,0,0,0,
Sam Waller,Burnley,Southampton,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Wolverhampton,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Watford,,False,0,0,0,0,0,0,0,
Sam Waller,Burnley,Aston Villa,,True,0,0,0,0,0,0,0,
Sam Waller,Burnley,Tottenham,2022-05-15,False,0,0,0,0,0,0,0,0.0
Sam Waller,Burnley,Aston Villa,,False,0,0,0,0,0,0,0,
Sam Waller,Burnley,Newcastle United,,True,0,0,0,0,0,0,0,
