name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Rúnar Alex Rúnarsson,Arsenal,Brentford,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Chelsea,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Manchester City,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Norwich,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Burnley,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Tottenham,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Brighton,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Crystal Palace,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Aston Villa,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Leeds United,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Watford,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Liverpool,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Newcastle United,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Manchester United,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Everton,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Southampton,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,West Ham,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Leicester City,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Norwich,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Manchester City,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Burnley,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Wolverhampton,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Brentford,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Wolverhampton,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Watford,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Leeds United,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Liverpool,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Aston Villa,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Crystal Palace,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Brighton,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Southampton,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Chelsea,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Manchester United,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,West Ham,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Leicester City,,True,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Tottenham,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Newcastle United,,False,0,0,0,0,0,0,0,
Rúnar Alex Rúnarsson,Arsenal,Everton,,True,0,0,0,0,0,0,0,
