name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Kjell Scherpen,Brighton,Burnley,2021-08-14,False,0,0,0,0,0,0,0,0.0
Kjell Scherpen,Brighton,Watford,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Everton,2021-08-28,True,0,0,0,0,0,0,0,0.0
Kjell Scherpen,Brighton,Brentford,2021-09-11,False,0,0,0,0,0,0,0,0.4863051772117615
Kjell Scherpen,Brighton,Leeds United,2021-09-19,True,0,0,0,0,0,0,0,0.0529899261891841
Kjell Scherpen,Brighton,Crystal Palace,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Arsenal,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Norwich,2021-10-16,False,0,0,0,0,0,0,0,0.0333100222051143
Kjell Scherpen,Brighton,Manchester City,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Liverpool,2021-10-30,False,0,0,0,0,0,0,0,0.0
Kjell Scherpen,Brighton,Newcastle United,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Aston Villa,2021-11-20,False,0,0,0,0,0,0,0,0.0
Kjell Scherpen,Brighton,Leicester City,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,West Ham,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Southampton,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Wolverhampton,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Brentford,2021-12-26,True,0,0,0,0,0,0,0,0.7413749098777771
Kjell Scherpen,Brighton,Chelsea,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Everton,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Crystal Palace,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Chelsea,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Leeds United,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Watford,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Manchester United,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Burnley,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Aston Villa,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Newcastle United,2022-03-05,False,0,0,0,0,0,0,0,0.0866704061627388
Kjell Scherpen,Brighton,Liverpool,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Tottenham,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Norwich,2022-04-02,True,0,0,0,0,0,0,0,0.0163406040519475
Kjell Scherpen,Brighton,Arsenal,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Tottenham,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Manchester City,2022-04-20,False,0,0,0,0,0,0,0,0.0856991112232208
Kjell Scherpen,Brighton,Southampton,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Wolverhampton,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Manchester United,,True,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,Leicester City,,False,0,0,0,0,0,0,0,
Kjell Scherpen,Brighton,West Ham,,True,0,0,0,0,0,0,0,
