goals,shots,xG,time,position,date,xA,assists,key_passes
0,1,0.056990660727024,5,Sub,2024-05-19,0.0,0,0
0,1,0.0387046188116073,45,AML,2024-03-09,0.0,0,0
0,0,0.0,49,FW,2024-03-02,0.0,0,0
0,2,0.0786561071872711,90,AMC,2024-02-25,0.0665788203477859,0,2
0,2,0.1171617731451988,90,AMC,2024-02-17,0.5096959471702576,1,1
0,3,0.4012668132781982,90,FW,2024-02-10,0.1816866546869278,0,3
0,4,0.3786948025226593,76,FW,2024-02-04,0.566470205783844,1,2
1,3,0.1886874884366989,90,AMC,2024-02-01,0.0640890449285507,0,2
0,1,0.0552985928952693,90,FW,2024-01-22,0.3685416281223297,0,3
0,1,0.0985016152262687,5,Sub,2023-12-30,0.0,0,0
0,2,0.1207032203674316,84,MR,2023-10-28,0.0893901661038398,1,1
0,4,0.2099533379077911,90,FWR,2023-10-21,0.2102409154176712,1,3
0,1,0.5960643887519836,90,FWR,2023-10-08,0.7500214576721191,1,2
0,0,0.0,90,FWR,2023-09-30,0.0,0,0
1,1,0.1079538166522979,90,AMR,2023-09-23,0.0460521355271339,0,1
0,1,0.044177122414112,90,AML,2023-09-16,0.1849477291107177,1,4
0,3,0.1238609924912452,90,ML,2023-09-03,0.74500572681427,2,3
0,1,0.0411956161260604,90,MR,2023-08-26,0.7294711470603943,1,4
0,2,0.3219897747039795,90,MR,2023-08-19,0.075916551053524,0,2
0,3,0.3071686029434204,90,MR,2023-08-14,0.6279343962669373,0,4
