name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Joel Matip,Liverpool,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Nottingham Forest,0.91,1.55
Joel Matip,Liverpool,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Luton,,
Joel Matip,Liverpool,Luton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.64,0.32,11.88,0.25,5.0,Liverpool,True,Brentford,-2.91,0.79
Joel Matip,Liverpool,Brentford,2023-11-12,True,DC,90,0.0,0.03,0.0,0.03,5,1.0,1.0,3.9,0,1,0,1.57,True,0.0,0.0,22.5,1.0,0.64,0.32,11.88,0.25,1.0,Liverpool,False,Manchester City,1.92,-1.32
Joel Matip,Liverpool,Manchester City,2023-11-25,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.3,0,0,1,1.35,True,1.25,0.01,36.0,0.5,0.64,0.32,11.88,0.25,1.0,Liverpool,True,Fulham,0.11,-0.13
Joel Matip,Liverpool,Fulham,2023-12-03,True,DC,68,0.0,0.06,0.0,0.0,1,1.0,0.0,3.1,0,0,2,1.0,True,1.2,0.01,41.33,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Sheffield,,-0.61
Joel Matip,Liverpool,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.02,35.43,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Crystal Palace,-0.31,0.38
Joel Matip,Liverpool,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.02,31.0,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Manchester United,-4.17,0.38
Joel Matip,Liverpool,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.4,0.02,27.56,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Arsenal,-1.17,-0.11
Joel Matip,Liverpool,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.01,24.8,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Burnley,-0.79,0.0
Joel Matip,Liverpool,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.01,22.55,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Bournemouth,-5.88,1.22
Joel Matip,Liverpool,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,20.67,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Newcastle United,0.08,0.55
Joel Matip,Liverpool,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,19.08,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Bournemouth,2.9,0.19
Joel Matip,Liverpool,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,17.71,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Chelsea,0.25,-0.25
Joel Matip,Liverpool,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,16.53,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Arsenal,0.56,-0.48
Joel Matip,Liverpool,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,15.5,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Burnley,-2.64,0.39
Joel Matip,Liverpool,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,14.59,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Brentford,5.51,-0.53
Joel Matip,Liverpool,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,13.78,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Luton,,
Joel Matip,Liverpool,Luton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,13.05,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Nottingham Forest,3.7,-0.55
Joel Matip,Liverpool,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,12.4,0.33,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Manchester City,-1.69,-0.96
Joel Matip,Liverpool,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.81,0.33,0.64,0.32,11.88,0.25,2.0,Liverpool,False,Newcastle United,-0.74,-0.41
Joel Matip,Liverpool,Newcastle United,2023-08-27,False,DC,76,0.0,0.11,0.0,0.0,2,1.0,0.0,1.0,0,0,1,1.6,True,0.0,0.0,14.73,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Brighton,2.85,-0.66
Joel Matip,Liverpool,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,14.09,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Sheffield,,0.68
Joel Matip,Liverpool,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,13.5,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Manchester United,-0.0,-0.63
Joel Matip,Liverpool,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,12.96,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Crystal Palace,0.33,0.88
Joel Matip,Liverpool,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,12.46,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Fulham,1.98,0.86
Joel Matip,Liverpool,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,12.0,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Everton,-0.44,-0.24
Joel Matip,Liverpool,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.57,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,False,West Ham,4.92,-0.22
Joel Matip,Liverpool,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.17,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Tottenham,,0.69
Joel Matip,Liverpool,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,10.8,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,False,Aston Villa,-0.35,0.29
Joel Matip,Liverpool,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,10.45,0.25,0.64,0.32,11.88,0.25,0.0,Liverpool,True,Wolverhampton,,0.05
Joel Matip,Liverpool,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,10.12,0.25,0.64,0.32,11.88,0.25,6.0,Liverpool,True,Aston Villa,-1.74,0.64
