name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Luke Shaw,Man Utd,Wolverhampton,2023-08-14,True,DL,90,0,0.0,0,0.0,5,0,0,3.9,0,1,0,2.27,True,0.0,0.0,90.0,1.0,0.97,3.84,29.16,0.44,6
Luke Shaw,Man Utd,Everton,2023-11-26,False,DL,75,0,0.01,0,0.0,6,1,0,0.9,0,1,0,1.58,True,5.0,0.0,82.5,1.0,0.97,3.84,29.16,0.44,2
Luke Shaw,Man Utd,Newcastle United,2023-12-02,False,DC,90,0,0.0,0,0.05,2,0,1,3.7,0,0,1,2.65,True,5.5,0.0,85.0,0.67,0.97,3.84,29.16,0.44,1
Luke Shaw,Man Utd,Chelsea,2023-12-06,True,DL,90,0,0.06,0,0.12,1,1,3,6.4,0,0,1,1.4,True,4.33,0.0,86.25,0.5,0.97,3.84,29.16,0.44,1
Luke Shaw,Man Utd,Bournemouth,2023-12-09,True,DC,78,0,0.0,0,0.0,1,0,0,1.5,0,0,3,1.06,True,3.5,0.02,84.6,0.4,0.97,3.84,29.16,0.44,5
Luke Shaw,Man Utd,Liverpool,2023-12-17,False,DL,90,0,0.0,0,0.0,5,0,0,3.0,0,1,0,2.35,True,3.0,0.01,85.5,0.5,0.97,3.84,29.16,0.44,0
Luke Shaw,Man Utd,West Ham,2023-12-23,False,DL,90,0,0.0,0,0.05,0,0,1,3.7,0,0,2,1.36,True,3.0,0.01,86.14,0.43,0.97,3.84,29.16,0.44,1
Luke Shaw,Man Utd,Tottenham,2023-08-19,False,DL,90,0,0.0,0,0.65,1,0,6,11.2,0,0,2,1.8,True,1.8,0.01,86.62,0.38,0.97,3.84,29.16,0.44,3
Luke Shaw,Man Utd,Wolverhampton,2024-02-01,False,DL,90,0,0.0,0,0.0,3,0,0,2.7,0,0,3,2.1,True,1.6,0.01,87.0,0.33,0.97,3.84,29.16,0.44,6
Luke Shaw,Man Utd,West Ham,2024-02-04,True,DL,87,0,0.0,0,0.05,6,0,1,2.9,0,1,0,1.62,True,2.0,0.0,87.0,0.4,0.97,3.84,29.16,0.44,1
Luke Shaw,Man Utd,Aston Villa,2024-02-11,False,DL,45,0,0.0,0,0.04,1,0,1,1.9,0,0,0,0.85,True,3.0,0.0,83.18,0.4,0.97,3.84,29.16,0.44,0
Luke Shaw,Man Utd,Luton,2024-02-18,False,DL,45,0,0.0,0,0.0,0,0,0,0.4,0,0,1,1.13,True,2.2,0.0,80.0,0.4,0.97,3.84,29.16,0.44,
