name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Justin Hubner,Wolves,Nottingham Forest,2023-12-09,True,AMC,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Manchester United,2024-02-01,True,Sub,0,0,0.0,0,0.04,0,0,1,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Chelsea,2024-02-04,False,AMC,0,1,0.91,0,0.0,0,3,0,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Tottenham,2024-02-17,False,AMC,0,0,0.07,0,0.47,0,2,1,0.0,0,0,0,0.0,False,0.0,0.3,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Fulham,2024-03-09,True,AMC,0,0,0.4,0,0.0,0,2,0,0.0,0,0,0,0.0,False,0.0,0.25,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Aston Villa,2024-03-30,False,AMC,0,0,0.1,0,0.08,0,2,1,0.0,0,0,0,0.0,False,0.0,0.28,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Burnley,2024-04-02,False,Sub,0,1,0.42,0,0.0,0,2,0,0.0,0,0,0,0.0,False,0.0,0.3,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,West Ham,2024-04-06,True,AMC,0,0,0.24,1,0.02,0,3,1,0.0,0,0,0,0.0,False,0.0,0.38,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Nottingham Forest,2024-04-13,False,AMC,0,1,0.79,0,0.0,0,5,0,0.0,0,0,0,0.0,False,0.0,0.45,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Bournemouth,2024-04-24,True,AML,0,0,0.82,0,0.11,0,4,1,0.0,0,0,0,0.0,False,0.0,0.59,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Manchester City,2024-05-04,False,AML,0,0,0.11,0,0.0,0,3,0,0.0,0,0,0,0.0,False,0.0,0.67,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Crystal Palace,2024-05-11,True,AMC,0,0,0.0,0,0.1,0,0,1,0.0,0,0,0,0.0,False,0.0,0.68,0.0,0.0,0,0,0,0,0
Justin Hubner,Wolves,Liverpool,2024-05-19,False,AMC,0,0,0.08,0,0.0,0,2,0,0.0,0,0,0,0.0,False,0.0,0.59,0.0,0.0,0,0,0,0,
