name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Joel Ward,Crystal Palace,Sheffield,2023-08-12,False,DR,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,0.49,True,0.0,0.0,90.0,1.0,1.47,0.34,15.73,0.33,-1.0,Crystal Palace,True,Tottenham,0.68
Joel Ward,Crystal Palace,Tottenham,2023-10-27,True,DR,90,0.0,0.04,0.0,0.0,-1,2.0,0.0,0.4,0,0,2,1.12,True,6.0,0.0,90.0,0.5,1.47,0.34,15.73,0.33,6.0,Crystal Palace,False,Burnley,-0.94
Joel Ward,Crystal Palace,Burnley,2023-11-04,False,DR,69,0.0,0.0,0.0,0.0,6,0.0,0.0,1.7,0,1,0,0.6,True,2.5,0.02,83.0,0.67,1.47,0.34,15.73,0.33,1.0,Crystal Palace,True,Everton,0.47
Joel Ward,Crystal Palace,Everton,2023-11-11,True,DR,90,0.0,0.06,0.0,0.06,1,1.0,1.0,5.2,0,0,3,1.6,True,3.67,0.01,84.75,0.5,1.47,0.34,15.73,0.33,4.0,Crystal Palace,False,Luton,2.09
Joel Ward,Crystal Palace,Luton,2023-11-25,False,DR,90,0.0,0.0,1.0,0.04,4,0.0,1.0,5.1,0,0,2,0.83,True,3.0,0.02,85.8,0.4,1.47,0.34,15.73,0.33,2.0,Crystal Palace,False,West Ham,0.38
Joel Ward,Crystal Palace,West Ham,2023-12-03,False,DR,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.3,0,0,1,1.26,True,3.2,0.22,86.5,0.33,1.47,0.34,15.73,0.33,2.0,Crystal Palace,True,Bournemouth,0.86
Joel Ward,Crystal Palace,Bournemouth,2023-12-06,True,DR,68,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,1.15,True,2.4,0.22,83.86,0.29,1.47,0.34,15.73,0.33,0.0,Crystal Palace,True,Liverpool,0.92
Joel Ward,Crystal Palace,Liverpool,2023-12-09,True,DR,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.4,0,0,2,1.25,True,3.0,0.22,84.62,0.25,1.47,0.34,15.73,0.33,1.0,Crystal Palace,False,Manchester City,-0.8
Joel Ward,Crystal Palace,Manchester City,2023-12-16,False,DC,33,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,1.09,True,1.8,0.22,78.89,0.25,1.47,0.34,15.73,0.33,0.0,Crystal Palace,True,Brighton,-0.29
Joel Ward,Crystal Palace,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.8,0.2,71.0,0.25,1.47,0.34,15.73,0.33,0.0,Crystal Palace,False,Chelsea,2.48
Joel Ward,Crystal Palace,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.0,64.55,0.25,1.47,0.34,15.73,0.33,2.0,Crystal Palace,True,Arsenal,0.21
Joel Ward,Crystal Palace,Arsenal,2023-08-21,True,DR,82,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0,0,1,2.0,True,0.6,0.0,66.0,0.22,1.47,0.34,15.73,0.33,0.0,Crystal Palace,True,Brentford,0.35
Joel Ward,Crystal Palace,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.0,60.92,0.22,1.47,0.34,15.73,0.33,0.0,Crystal Palace,False,Arsenal,3.89
Joel Ward,Crystal Palace,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.0,56.57,0.22,1.47,0.34,15.73,0.33,0.0,Crystal Palace,True,Sheffield,-0.69
Joel Ward,Crystal Palace,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,52.8,0.22,1.47,0.34,15.73,0.33,0.0,Crystal Palace,False,Brighton,2.17
Joel Ward,Crystal Palace,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,49.5,0.22,1.47,0.34,15.73,0.33,0.0,Crystal Palace,True,Chelsea,1.46
Joel Ward,Crystal Palace,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,46.59,0.22,1.47,0.34,15.73,0.33,2.0,Crystal Palace,False,Everton,2.96
Joel Ward,Crystal Palace,Everton,2024-02-19,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.6,0,0,1,1.66,True,0.0,0.0,49.0,0.2,1.47,0.34,15.73,0.33,6.0,Crystal Palace,True,Burnley,-1.28
