name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Sergio Gómez,Man City,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Manchester United,0.81
Sergio Gómez,Man City,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Bournemouth,-2.34
Sergio Gómez,Man City,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Chelsea,-2.15
Sergio Gómez,Man City,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Liverpool,-1.11
Sergio Gómez,Man City,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Tottenham,2.78
Sergio Gómez,Man City,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Aston Villa,0.45
Sergio Gómez,Man City,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Luton,
Sergio Gómez,Man City,Luton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Crystal Palace,2.59
Sergio Gómez,Man City,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Everton,-1.97
Sergio Gómez,Man City,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Newcastle United,-3.63
Sergio Gómez,Man City,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Sheffield,
Sergio Gómez,Man City,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Newcastle United,-2.55
Sergio Gómez,Man City,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.32,0.44,3.92,0.5,1.0,Man City,True,Burnley,-1.82
Sergio Gómez,Man City,Burnley,2024-01-31,True,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,0.96,False,0.0,0.0,0.21,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Brentford,-0.65
Sergio Gómez,Man City,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,0.2,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Everton,-0.65
Sergio Gómez,Man City,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,0.19,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Chelsea,-0.88
Sergio Gómez,Man City,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,0.18,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Brentford,1.93
Sergio Gómez,Man City,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,0.17,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Bournemouth,-1.59
Sergio Gómez,Man City,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,0.16,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Manchester United,-1.84
Sergio Gómez,Man City,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.15,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Liverpool,1.42
Sergio Gómez,Man City,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.14,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Sheffield,-1.37
Sergio Gómez,Man City,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.14,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Arsenal,-4.53
Sergio Gómez,Man City,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.13,0.0,0.32,0.44,3.92,0.5,1.0,Man City,True,Aston Villa,
Sergio Gómez,Man City,Aston Villa,2024-04-03,True,Sub,10,0.0,0.54,0.0,0.0,1,1.0,0.0,0.6,0,0,0,0.04,False,0.0,0.0,0.54,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Crystal Palace,
Sergio Gómez,Man City,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.11,0.52,0.0,0.32,0.44,3.92,0.5,1.0,Man City,True,Luton,
Sergio Gómez,Man City,Luton,2024-04-13,True,Sub,9,0.0,0.08,0.0,0.0,1,1.0,0.0,1.0,0,0,1,0.17,False,0.2,0.11,0.85,0.0,0.32,0.44,3.92,0.5,1.0,Man City,False,Brighton,-5.24
Sergio Gómez,Man City,Brighton,2024-04-25,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.23,False,0.4,0.12,1.22,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Nottingham Forest,
Sergio Gómez,Man City,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.12,1.18,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Wolverhampton,-0.23
Sergio Gómez,Man City,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.12,1.14,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Fulham,
Sergio Gómez,Man City,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,1.1,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Tottenham,0.63
Sergio Gómez,Man City,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.02,1.06,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,West Ham,-2.19
Sergio Gómez,Man City,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.03,0.0,0.32,0.44,3.92,0.5,4.0,Man City,True,Fulham,-1.5
Sergio Gómez,Man City,Fulham,2023-09-02,True,Sub,14,0.0,0.0,1.0,0.13,4,0.0,1.0,3.6,0,0,0,0.0,False,0.0,0.0,1.42,0.0,0.32,0.44,3.92,0.5,1.0,Man City,False,West Ham,-3.36
Sergio Gómez,Man City,West Ham,2023-09-16,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.02,False,0.8,0.2,1.41,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Nottingham Forest,-4.8
Sergio Gómez,Man City,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.2,1.37,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Wolverhampton,-0.51
Sergio Gómez,Man City,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.2,1.33,0.0,0.32,0.44,3.92,0.5,0.0,Man City,False,Arsenal,-1.42
Sergio Gómez,Man City,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.2,1.3,0.0,0.32,0.44,3.92,0.5,0.0,Man City,True,Brighton,-1.58
Sergio Gómez,Man City,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.2,1.26,0.0,0.32,0.44,3.92,0.5,,,,,
