name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ethan Pinnock,Brentford,Tottenham,2023-08-13,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.5,0,0,2,1.26,True,0.0,0.0,90.0,0.0,3.58,0.61,30.84,0.33,15.0,Brentford,False,Chelsea,-4.09,-0.85
Ethan Pinnock,Brentford,Chelsea,2023-10-28,False,DC,90,1.0,0.61,0.0,0.0,15,1.0,0.0,9.2,3,1,0,2.03,True,1.0,0.0,90.0,0.5,3.58,0.61,30.84,0.33,1.0,Brentford,True,West Ham,-2.81,0.49
Ethan Pinnock,Brentford,West Ham,2023-11-04,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,2,2.09,True,8.0,0.31,90.0,0.33,3.58,0.61,30.84,0.33,1.0,Brentford,False,Liverpool,3.61,-1.01
Ethan Pinnock,Brentford,Liverpool,2023-11-12,False,DC,90,0.0,0.59,0.0,0.0,1,2.0,0.0,6.4,0,0,3,1.53,True,5.67,0.2,90.0,0.25,3.58,0.61,30.84,0.33,2.0,Brentford,True,Arsenal,-0.45,-0.11
Ethan Pinnock,Brentford,Arsenal,2023-11-25,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.1,0,0,1,1.52,True,4.5,0.3,90.0,0.2,3.58,0.61,30.84,0.33,2.0,Brentford,True,Luton,,
Ethan Pinnock,Brentford,Luton,2023-12-02,True,DC,90,0.0,0.05,0.0,0.0,2,1.0,0.0,3.0,0,0,1,0.23,True,4.0,0.24,90.0,0.17,3.58,0.61,30.84,0.33,1.0,Brentford,False,Brighton,1.94,-0.6
Ethan Pinnock,Brentford,Brighton,2023-12-06,False,DC,90,0.0,0.11,0.0,0.0,1,1.0,0.0,2.9,0,0,2,1.52,True,4.2,0.25,90.0,0.14,3.58,0.61,30.84,0.33,2.0,Brentford,False,Sheffield,,-0.61
Ethan Pinnock,Brentford,Sheffield,2023-12-09,False,DC,90,0.0,0.07,0.0,0.0,2,1.0,0.0,2.6,0,0,1,0.89,True,1.4,0.15,90.0,0.12,3.58,0.61,30.84,0.33,1.0,Brentford,True,Aston Villa,0.1,0.64
Ethan Pinnock,Brentford,Aston Villa,2023-12-17,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,2,1.42,True,1.6,0.16,90.0,0.11,3.58,0.61,30.84,0.33,0.0,Brentford,True,Wolverhampton,1.61,0.05
Ethan Pinnock,Brentford,Wolverhampton,2023-12-27,True,DC,90,0.0,0.06,0.0,0.11,0,1.0,1.0,3.6,0,0,4,2.1,True,1.6,0.04,90.0,0.1,3.58,0.61,30.84,0.33,7.0,Brentford,False,Fulham,3.1,0.86
