name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Olu Aina,Nott'm Forest,Arsenal,2023-08-12,False,DML,71,0.0,0.02,0.0,0.0,0,1.0,0.0,0.0,0,0,2,0.38,True,0.0,0.0,71.0,0.0,0,0,0,0,1.0,Nott'm Forest,False,Liverpool,2.76
Olu Aina,Nott'm Forest,Liverpool,2023-10-29,False,DL,68,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2,2.44,True,0.0,0.02,69.5,0.0,0,0,0,0,14.0,Nott'm Forest,True,Aston Villa,-2.76
Olu Aina,Nott'm Forest,Aston Villa,2023-11-05,True,DR,85,1.0,0.03,0.0,0.11,14,1.0,1.0,6.9,2,1,0,1.26,True,0.5,0.01,74.67,0.33,0,0,0,0,4.0,Nott'm Forest,False,West Ham,3.49
Olu Aina,Nott'm Forest,West Ham,2023-11-12,False,DR,75,0.0,0.0,1.0,0.1,4,0.0,1.0,3.9,0,0,2,1.14,True,5.0,0.01,74.75,0.25,0,0,0,0,1.0,Nott'm Forest,True,Brighton,-1.91
Olu Aina,Nott'm Forest,Brighton,2023-11-25,True,DR,89,0.0,0.02,0.0,0.0,1,1.0,0.0,1.5,0,0,3,1.46,True,4.75,0.26,77.6,0.2,0,0,0,0,0.0,Nott'm Forest,True,Everton,1.16
Olu Aina,Nott'm Forest,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,4.0,0.21,64.67,0.2,0,0,0,0,0.0,Nott'm Forest,False,Fulham,5.33
Olu Aina,Nott'm Forest,Fulham,2023-12-06,False,DR,90,0.0,0.0,0.0,0.08,0,0.0,1.0,3.0,0,0,5,2.52,True,4.0,0.21,68.29,0.17,0,0,0,0,0.0,Nott'm Forest,False,Wolverhampton,0.48
Olu Aina,Nott'm Forest,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,3.8,0.21,59.75,0.17,0,0,0,0,0.0,Nott'm Forest,True,Tottenham,4.06
Olu Aina,Nott'm Forest,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.2,53.11,0.17,0,0,0,0,1.0,Nott'm Forest,True,Bournemouth,0.52
Olu Aina,Nott'm Forest,Bournemouth,2023-12-23,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,0.04,False,0.2,0.0,48.3,0.17,0,0,0,0,2.0,Nott'm Forest,False,Newcastle United,-1.87
Olu Aina,Nott'm Forest,Newcastle United,2023-12-26,False,DL,90,0.0,0.03,0.0,0.0,2,2.0,0.0,1.2,0,0,1,2.43,True,0.2,0.0,52.09,0.14,0,0,0,0,0.0,Nott'm Forest,True,Sheffield,-1.91
Olu Aina,Nott'm Forest,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.01,47.75,0.14,0,0,0,0,2.0,Nott'm Forest,True,Manchester United,0.67
Olu Aina,Nott'm Forest,Manchester United,2023-12-30,True,DL,86,0.0,0.0,0.0,0.04,2,0.0,1.0,3.0,0,0,1,0.45,True,0.6,0.01,50.69,0.12,0,0,0,0,0.0,Nott'm Forest,False,Brentford,1.33
Olu Aina,Nott'm Forest,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.01,47.07,0.12,0,0,0,0,0.0,Nott'm Forest,True,Arsenal,-1.92
Olu Aina,Nott'm Forest,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.01,43.93,0.12,0,0,0,0,0.0,Nott'm Forest,False,Bournemouth,0.9
Olu Aina,Nott'm Forest,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.8,0.01,41.19,0.12,0,0,0,0,0.0,Nott'm Forest,True,Newcastle United,0.52
Olu Aina,Nott'm Forest,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,38.76,0.12,0,0,0,0,0.0,Nott'm Forest,True,West Ham,-2.72
Olu Aina,Nott'm Forest,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,36.61,0.12,0,0,0,0,0.0,Nott'm Forest,False,Aston Villa,2.52
Olu Aina,Nott'm Forest,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,34.68,0.12,0,0,0,0,0.0,Nott'm Forest,True,Liverpool,-1.05
