name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Tariq Lamptey,Brighton,Nottingham Forest,2023-11-25,False,DL,34,0,0.0,0,0.0,1,0,0,0.6,0,0,1,0.21,True
Tariq Lamptey,Brighton,Wolverhampton,2024-01-22,True,Sub,25,0,0.0,0,0.0,1,0,0,0.5,0,0,0,0.4,False
Tariq Lamptey,Brighton,Luton,2024-01-30,False,Sub,45,0,0.3131032586097717,0,0.0,1,1,0,0.5,0,0,1,0.87,False
Tariq Lamptey,Brighton,Crystal Palace,2024-02-03,True,DML,79,0,0.097698375582695,1,0.1450607627630233,5,1,2,6.3,0,0,1,0.19,True
Tariq Lamptey,Brighton,Tottenham,2024-02-10,False,DR,90,0,0.0,0,0.0,2,0,0,2.3,0,0,1,1.25,True
Tariq Lamptey,Brighton,Sheffield,2024-02-18,False,DL,45,0,0.0331942588090896,0,0.0,0,1,0,1.5,0,0,0,0.19,True
Tariq Lamptey,Brighton,Everton,2024-02-24,True,DR,60,0,0.0136256041005253,0,0.0723904818296432,6,1,1,2.6,0,1,0,0.05,True
Tariq Lamptey,Brighton,Fulham,2024-03-02,False,DMR,45,0,0.0,0,0.0,0,0,0,0.9,0,0,2,0.23,True
Tariq Lamptey,Brighton,Nottingham Forest,2024-03-10,True,Sub,30,0,0.0,0,0.0,1,0,0,1.0,0,0,0,0.25,False
Tariq Lamptey,Brighton,Liverpool,2024-03-31,False,AMR,69,0,0.0,0,0.0,1,0,0,0.3,0,0,2,2.27,True
Tariq Lamptey,Brighton,Brentford,2024-04-03,False,Sub,16,0,0.0961158350110054,0,0.0,1,1,0,1.2,0,0,0,0.02,False
Tariq Lamptey,Brighton,Arsenal,2024-04-06,True,DR,90,0,0.0,0,0.0902796387672424,1,0,1,2.3,0,0,3,3.23,True
Tariq Lamptey,Brighton,Newcastle United,2024-05-11,False,Sub,50,0,0.0,0,0.0,1,0,0,1.5,0,0,1,1.56,False
Tariq Lamptey,Brighton,Chelsea,2024-05-15,True,DR,84,0,0.0,0,0.6803475022315979,1,0,4,8.3,0,0,2,1.48,True
Tariq Lamptey,Brighton,Manchester United,2024-05-19,True,Sub,9,0,0.0,0,0.0,1,0,0,0.2,0,0,1,0.18,False
Tariq Lamptey,Brighton,Newcastle United,2023-09-02,True,Sub,13,0,0.0,0,0.0,0,0,0,0.5,0,0,1,0.47,False
Tariq Lamptey,Brighton,Manchester United,2023-09-16,False,DL,76,0,0.0169453416019678,2,0.2228559702634811,7,1,2,6.1,0,0,1,0.96,True
Tariq Lamptey,Brighton,Bournemouth,2023-09-24,True,Sub,3,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.11,False
Tariq Lamptey,Brighton,Aston Villa,2023-09-30,False,Sub,45,0,0.0,0,0.0,0,0,0,1.0,0,0,3,0.43,False
