name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts
Nathan Collins,Brentford,Tottenham,2023-08-13,True,DC,90,0,0.0,0,0.0,1,0,0,2.6,0,0,2,1.26,True
Nathan Collins,Brentford,Chelsea,2023-10-28,False,DC,90,0,0.0,0,0.0,6,0,0,3.0,0,1,0,2.03,True
Nathan Collins,Brentford,West Ham,2023-11-04,True,DC,90,1,0.4097209572792053,0,0.0,10,1,0,11.0,3,0,2,2.09,True
Nathan Collins,Brentford,Liverpool,2023-11-12,False,DC,90,0,0.052872858941555,0,0.0776458606123924,1,1,1,4.6,0,0,3,1.53,True
Nathan Collins,Brentford,Aston Villa,2023-12-17,True,Sub,14,0,0.0,0,0.0,0,0,0,0.2,0,0,2,0.55,False
Nathan Collins,Brentford,Wolverhampton,2023-12-27,True,DC,90,0,0.6136377453804016,0,0.0,0,1,0,2.7,0,0,4,2.1,True
Nathan Collins,Brentford,Fulham,2023-08-19,False,DC,90,0,0.047134194523096,0,0.0,6,1,0,2.8,0,1,0,0.46,True
Nathan Collins,Brentford,Crystal Palace,2023-12-30,False,DC,90,0,0.0233197249472141,0,0.0,1,1,0,2.9,0,0,3,1.08,True
Nathan Collins,Brentford,Nottingham Forest,2024-01-20,True,DC,90,0,0.0,0,0.0,1,0,0,1.7,0,0,2,1.09,True
Nathan Collins,Brentford,Tottenham,2024-01-31,False,DC,77,0,0.0,0,0.0,1,0,0,1.5,0,0,3,2.83,True
Nathan Collins,Brentford,Manchester City,2024-02-05,True,DC,90,0,0.0,0,0.0,1,0,0,3.2,0,0,3,2.15,True
Nathan Collins,Brentford,Wolverhampton,2024-02-10,False,DC,90,0,0.0,0,0.4663564562797546,8,0,3,6.2,2,1,0,1.13,True
Nathan Collins,Brentford,Liverpool,2024-02-17,True,DC,90,0,0.0283106807619333,0,0.0,0,1,0,1.5,0,0,4,2.82,True
Nathan Collins,Brentford,West Ham,2024-02-26,False,Sub,29,0,0.0,0,0.0464890077710151,0,0,1,2.4,0,0,2,0.38,False
Nathan Collins,Brentford,Chelsea,2024-03-02,True,DC,90,0,0.0,0,0.0,1,0,0,2.5,0,0,2,1.81,True
Nathan Collins,Brentford,Arsenal,2024-03-09,False,DC,90,0,0.3621321618556976,0,0.0,0,1,0,3.2,0,0,2,1.32,True
Nathan Collins,Brentford,Burnley,2024-03-16,False,DC,90,0,0.0175468660891056,0,0.0,1,1,0,3.9,0,0,2,2.66,True
Nathan Collins,Brentford,Crystal Palace,2023-08-26,True,DC,90,0,0.0278923045843839,0,0.0,2,1,0,1.8,0,0,1,0.8,True
Nathan Collins,Brentford,Manchester United,2024-03-30,True,DC,90,0,0.0,0,0.2377998530864715,2,0,2,4.3,0,0,1,0.5,True
Nathan Collins,Brentford,Brighton,2024-04-03,True,DC,90,0,0.0,0,0.0,8,0,0,2.5,2,1,0,1.11,True
Nathan Collins,Brentford,Aston Villa,2024-04-06,False,DC,90,0,0.0,0,0.0,1,0,0,1.9,0,0,3,1.52,True
Nathan Collins,Brentford,Sheffield,2024-04-13,True,DC,90,0,0.0,0,0.0,6,0,0,2.0,0,1,0,0.84,True
Nathan Collins,Brentford,Luton,2024-04-20,False,DC,90,0,0.0,0,0.0,2,0,0,2.3,0,0,1,0.59,True
Nathan Collins,Brentford,Everton,2024-04-27,False,DC,90,0,0.0,0,0.0,2,0,0,4.1,0,0,1,0.77,True
Nathan Collins,Brentford,Fulham,2024-05-04,True,DC,90,0,0.0,0,0.2008917331695556,7,0,1,4.4,1,1,0,1.19,True
Nathan Collins,Brentford,Bournemouth,2024-05-11,False,DC,90,0,0.0,0,0.1212294921278953,2,0,1,3.3,0,0,1,0.69,True
Nathan Collins,Brentford,Bournemouth,2023-09-02,True,Sub,9,0,0.0,1,0.3011491596698761,4,0,1,3.6,0,0,0,0.0,False
Nathan Collins,Brentford,Newcastle United,2023-09-16,False,DC,90,0,0.0,0,0.0,1,0,0,2.1,0,0,1,1.43,True
Nathan Collins,Brentford,Everton,2023-09-23,True,DC,90,0,0.0,0,0.6051620841026306,1,0,1,3.7,0,0,3,1.84,True
Nathan Collins,Brentford,Nottingham Forest,2023-10-01,False,DC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,0.47,True
Nathan Collins,Brentford,Manchester United,2023-10-07,False,DC,90,0,0.3804973661899566,0,0.0,0,1,0,2.6,0,0,2,1.43,True
Nathan Collins,Brentford,Burnley,2023-10-21,True,DC,90,0,0.0,0,0.0,6,0,0,2.4,0,1,0,1.14,True
