name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Virgil van Dijk,Liverpool,Chelsea,2023-08-13,False,DC,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.4,0,0,1,1.28,True,0.0,0.0,90.0,0.0,3.13,1.17,22.21,0.35,8.0,Liverpool,True,Nottingham Forest,0.91,
Virgil van Dijk,Liverpool,Nottingham Forest,2023-10-29,True,DC,90,0.0,0.0,0.0,0.01,8,0.0,1.0,4.8,2,1,0,0.45,True,2.0,0.02,90.0,0.5,3.13,1.17,22.21,0.35,2.0,Liverpool,False,Luton,,
Virgil van Dijk,Liverpool,Luton,2023-11-05,False,DC,90,0.0,0.07,0.0,0.0,2,1.0,0.0,3.2,0,0,1,0.81,True,5.0,0.01,90.0,0.33,3.13,1.17,22.21,0.35,6.0,Liverpool,True,Brentford,-2.91,0.79
Virgil van Dijk,Liverpool,Brentford,2023-11-12,True,DC,90,0.0,0.09,0.0,0.0,6,1.0,0.0,5.2,0,1,0,1.57,True,4.0,0.03,90.0,0.5,3.13,1.17,22.21,0.35,2.0,Liverpool,False,Manchester City,1.92,
Virgil van Dijk,Liverpool,Manchester City,2023-11-25,False,DC,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.8,0,0,1,1.35,True,4.5,0.05,90.0,0.4,3.13,1.17,22.21,0.35,1.0,Liverpool,True,Fulham,0.11,-0.13
Virgil van Dijk,Liverpool,Fulham,2023-12-03,True,DC,90,0.0,0.18,0.0,0.0,1,2.0,0.0,3.2,0,0,3,1.22,True,4.0,0.04,90.0,0.33,3.13,1.17,22.21,0.35,14.0,Liverpool,False,Sheffield,,-0.61
Virgil van Dijk,Liverpool,Sheffield,2023-12-06,False,DC,90,1.0,0.37,0.0,0.0,14,3.0,0.0,10.1,2,1,0,0.66,True,3.8,0.08,90.0,0.43,3.13,1.17,22.21,0.35,2.0,Liverpool,False,Crystal Palace,-0.31,
Virgil van Dijk,Liverpool,Crystal Palace,2023-12-09,False,DC,90,0.0,0.41,0.0,0.0,2,1.0,0.0,3.3,0,0,1,1.74,True,5.0,0.15,90.0,0.38,3.13,1.17,22.21,0.35,6.0,Liverpool,True,Manchester United,-4.17,
Virgil van Dijk,Liverpool,Manchester United,2023-12-17,True,DC,90,0.0,0.05,0.0,0.09,6,3.0,1.0,8.6,0,1,0,0.63,True,5.0,0.22,90.0,0.44,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Arsenal,-1.17,-0.11
Virgil van Dijk,Liverpool,Arsenal,2023-12-23,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,0.8,True,5.0,0.21,90.0,0.4,3.13,1.17,22.21,0.35,7.0,Liverpool,False,Burnley,-0.79,0.0
Virgil van Dijk,Liverpool,Burnley,2023-12-26,False,DC,90,0.0,0.12,0.0,0.0,7,1.0,0.0,3.0,1,1,0,0.76,True,5.0,0.2,90.0,0.45,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Bournemouth,-5.88,1.22
Virgil van Dijk,Liverpool,Bournemouth,2023-08-19,True,DC,90,0.0,0.12,0.0,0.1,2,3.0,1.0,5.3,0,0,1,1.29,True,6.2,0.19,90.0,0.42,3.13,1.17,22.21,0.35,1.0,Liverpool,True,Newcastle United,0.08,
Virgil van Dijk,Liverpool,Newcastle United,2024-01-01,True,DC,90,0.0,0.07,0.0,0.0,1,1.0,0.0,1.9,0,0,2,0.59,True,3.8,0.14,90.0,0.38,3.13,1.17,22.21,0.35,6.0,Liverpool,False,Bournemouth,2.9,0.19
Virgil van Dijk,Liverpool,Bournemouth,2024-01-21,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,3.6,0,1,0,1.39,True,3.6,0.07,90.0,0.43,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Chelsea,0.25,-0.25
Virgil van Dijk,Liverpool,Chelsea,2024-01-31,True,DC,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.4,0,0,1,0.56,True,3.6,0.06,90.0,0.4,3.13,1.17,22.21,0.35,1.0,Liverpool,False,Arsenal,0.56,-0.48
Virgil van Dijk,Liverpool,Arsenal,2024-02-04,False,DC,90,0.0,0.07,0.0,0.0,1,1.0,0.0,2.9,0,0,3,3.52,True,3.6,0.06,90.0,0.38,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Burnley,-2.64,0.39
Virgil van Dijk,Liverpool,Burnley,2024-02-10,True,DC,90,0.0,0.37,0.0,0.06,2,1.0,1.0,5.7,0,0,1,1.33,True,2.4,0.06,90.0,0.35,3.13,1.17,22.21,0.35,2.0,Liverpool,False,Brentford,5.51,-0.53
Virgil van Dijk,Liverpool,Brentford,2024-02-17,False,DC,90,0.0,0.1,0.0,0.32,2,1.0,1.0,3.9,0,0,1,1.69,True,2.4,0.11,90.0,0.33,3.13,1.17,22.21,0.35,8.0,Liverpool,True,Luton,,
Virgil van Dijk,Liverpool,Luton,2024-02-21,True,DC,90,1.0,0.12,0.0,0.0,8,2.0,0.0,10.1,0,0,1,1.03,True,2.6,0.11,90.0,0.32,3.13,1.17,22.21,0.35,6.0,Liverpool,False,Nottingham Forest,3.7,
Virgil van Dijk,Liverpool,Nottingham Forest,2024-03-02,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.4,0,1,0,1.05,True,3.0,0.14,90.0,0.35,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Manchester City,-1.69,
Virgil van Dijk,Liverpool,Manchester City,2024-03-10,True,DC,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.8,0,0,1,1.61,True,3.8,0.13,90.0,0.33,3.13,1.17,22.21,0.35,-2.0,Liverpool,False,Newcastle United,-0.74,
Virgil van Dijk,Liverpool,Newcastle United,2023-08-27,False,DC,27,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0,1,3.47,True,4.0,0.12,87.14,0.33,3.13,1.17,22.21,0.35,1.0,Liverpool,True,Brighton,2.85,-0.66
Virgil van Dijk,Liverpool,Brighton,2024-03-31,True,DC,90,0.0,0.0,0.0,0.02,1,0.0,1.0,2.4,0,0,1,0.44,True,3.2,0.05,87.26,0.32,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Sheffield,,0.68
Virgil van Dijk,Liverpool,Sheffield,2024-04-04,True,DC,90,0.0,0.07,0.0,0.0,2,1.0,0.0,4.7,0,0,1,0.59,True,3.0,0.03,87.38,0.3,3.13,1.17,22.21,0.35,1.0,Liverpool,False,Manchester United,-0.0,
Virgil van Dijk,Liverpool,Manchester United,2024-04-07,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.9,0,0,2,0.71,True,1.8,0.02,87.48,0.29,3.13,1.17,22.21,0.35,2.0,Liverpool,True,Crystal Palace,0.33,
Virgil van Dijk,Liverpool,Crystal Palace,2024-04-14,True,DC,90,0.0,0.13,0.0,0.0,2,4.0,0.0,5.3,0,0,1,1.87,True,0.8,0.02,87.58,0.28,3.13,1.17,22.21,0.35,2.0,Liverpool,False,Fulham,1.98,0.86
Virgil van Dijk,Liverpool,Fulham,2024-04-21,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.8,True,0.8,0.04,87.67,0.27,3.13,1.17,22.21,0.35,0.0,Liverpool,False,Everton,-0.44,-0.24
Virgil van Dijk,Liverpool,Everton,2024-04-24,False,DC,90,0.0,0.05,0.0,0.03,0,2.0,1.0,7.2,0,0,2,1.09,True,1.6,0.04,87.75,0.26,3.13,1.17,22.21,0.35,1.0,Liverpool,False,West Ham,4.92,
Virgil van Dijk,Liverpool,West Ham,2024-04-27,False,DC,90,0.0,0.12,0.0,0.0,1,2.0,0.0,2.3,0,0,2,0.7,True,1.4,0.05,87.83,0.25,3.13,1.17,22.21,0.35,1.0,Liverpool,True,Tottenham,,0.69
Virgil van Dijk,Liverpool,Tottenham,2024-05-05,True,DC,90,0.0,0.05,0.0,0.0,1,2.0,0.0,2.7,0,0,2,1.16,True,1.2,0.06,87.9,0.24,3.13,1.17,22.21,0.35,1.0,Liverpool,False,Aston Villa,-0.35,
Virgil van Dijk,Liverpool,Aston Villa,2024-05-13,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.2,0,0,3,3.36,True,1.2,0.07,87.97,0.23,3.13,1.17,22.21,0.35,6.0,Liverpool,True,Wolverhampton,,0.05
Virgil van Dijk,Liverpool,Wolverhampton,2024-05-19,True,DC,90,0.0,0.18,0.0,0.0,6,5.0,0.0,7.3,0,1,0,0.56,True,1.0,0.04,88.03,0.26,3.13,1.17,22.21,0.35,0.0,Liverpool,True,Aston Villa,-1.74,
Virgil van Dijk,Liverpool,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.8,0.08,85.36,0.26,3.13,1.17,22.21,0.35,0.0,Liverpool,False,Wolverhampton,-1.44,-0.52
Virgil van Dijk,Liverpool,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.8,0.07,82.85,0.26,3.13,1.17,22.21,0.35,7.0,Liverpool,True,West Ham,-0.06,
Virgil van Dijk,Liverpool,West Ham,2023-09-24,True,DC,90,0.0,0.41,1.0,1.11,7,3.0,2.0,8.6,2,0,1,1.11,True,1.6,0.04,83.06,0.25,3.13,1.17,22.21,0.35,3.0,Liverpool,False,Tottenham,1.56,-0.36
Virgil van Dijk,Liverpool,Tottenham,2023-09-30,False,DC,90,0.0,0.06,1.0,0.1,3,1.0,1.0,8.3,0,0,2,2.1,True,2.8,0.32,83.25,0.24,3.13,1.17,22.21,0.35,1.0,Liverpool,False,Brighton,3.13,-0.6
Virgil van Dijk,Liverpool,Brighton,2023-10-08,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.7,0,0,2,2.3,True,3.2,0.53,83.43,0.24,3.13,1.17,22.21,0.35,7.0,Liverpool,True,Everton,-2.18,0.53
Virgil van Dijk,Liverpool,Everton,2023-10-21,True,DC,90,0.0,0.0,0.0,0.02,7,0.0,1.0,4.4,1,1,0,0.13,True,2.2,0.5,83.61,0.26,3.13,1.17,22.21,0.35,,,,,,
