name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Kieran Tierney,Arsenal,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Sheffield,
Kieran Tierney,Arsenal,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Newcastle United,-0.61
Kieran Tierney,Arsenal,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Burnley,0.55
Kieran Tierney,Arsenal,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Brentford,-0.38
Kieran Tierney,Arsenal,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Wolverhampton,-3.77
Kieran Tierney,Arsenal,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Luton,
Kieran Tierney,Arsenal,Luton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Aston Villa,-1.92
Kieran Tierney,Arsenal,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Brighton,2.17
Kieran Tierney,Arsenal,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Liverpool,1.55
Kieran Tierney,Arsenal,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,West Ham,-1.81
Kieran Tierney,Arsenal,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Crystal Palace,0.57
Kieran Tierney,Arsenal,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Fulham,-4.27
Kieran Tierney,Arsenal,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Crystal Palace,-1.66
Kieran Tierney,Arsenal,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Nottingham Forest,3.11
Kieran Tierney,Arsenal,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Liverpool,-0.82
Kieran Tierney,Arsenal,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,West Ham,-0.66
Kieran Tierney,Arsenal,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Burnley,-1.51
Kieran Tierney,Arsenal,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Newcastle United,-1.37
Kieran Tierney,Arsenal,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Sheffield,
Kieran Tierney,Arsenal,Sheffield,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Brentford,-0.34
Kieran Tierney,Arsenal,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Fulham,0.88
Kieran Tierney,Arsenal,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Manchester City,4.53
Kieran Tierney,Arsenal,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Luton,
Kieran Tierney,Arsenal,Luton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Brighton,-3.3
Kieran Tierney,Arsenal,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Aston Villa,-2.64
Kieran Tierney,Arsenal,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Wolverhampton,-4.1
Kieran Tierney,Arsenal,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Chelsea,2.07
Kieran Tierney,Arsenal,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Tottenham,-3.15
Kieran Tierney,Arsenal,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Bournemouth,
Kieran Tierney,Arsenal,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Manchester United,2.33
Kieran Tierney,Arsenal,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Everton,
Kieran Tierney,Arsenal,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Manchester United,-2.27
Kieran Tierney,Arsenal,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Everton,0.57
Kieran Tierney,Arsenal,Everton,2023-09-17,False,DL,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Tottenham,-1.3
Kieran Tierney,Arsenal,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Bournemouth,-5.08
Kieran Tierney,Arsenal,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,True,Manchester City,-1.15
Kieran Tierney,Arsenal,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,0.0,Arsenal,False,Chelsea,-0.46
Kieran Tierney,Arsenal,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.31,0.28,8.84,0.2,,,,,
