name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Evan Ferguson,Brighton,Wolverhampton,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Brentford,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Chelsea,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Everton,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Crystal Palace,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Chelsea,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Leeds United,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Watford,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Manchester United,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Burnley,2022-02-19,True,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0
Evan Ferguson,Brighton,Aston Villa,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Newcastle United,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Liverpool,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Tottenham,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Norwich,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Arsenal,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Tottenham,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Manchester City,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Southampton,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Wolverhampton,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Manchester United,,True,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,Leicester City,,False,0,,,,,0,,,0.0,0
Evan Ferguson,Brighton,West Ham,,True,0,,,,,0,,,0.0,0
