name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Michy Batshuayi,Chelsea,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Newcastle United,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Burnley,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Leeds United,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Manchester United,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Watford,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,West Ham,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Leicester City,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Everton,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Aston Villa,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Arsenal,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Brighton,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Liverpool,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Manchester City,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Brighton,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Tottenham,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Burnley,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Norwich,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Newcastle United,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Liverpool,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Brentford,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Southampton,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Arsenal,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,West Ham,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Manchester United,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Everton,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Leicester City,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Leeds United,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Watford,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Aston Villa,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Tottenham,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Manchester City,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Southampton,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Brentford,,False,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
Michy Batshuayi,Chelsea,Norwich,,True,,0,,,,,0,,,0.0,0,0.0,0.0,0.0
