name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Richarlison de Andrade,Everton,Southampton,2021-08-14,True,88,1.0,0.5539305806159973,1.0,1.021700739860535,11,1.0,2.0,13.0,3
Richarlison de Andrade,Everton,Leicester City,2021-08-21,False,90,0.0,0.2457608729600906,0.0,0.0495639890432357,2,5.0,3.0,7.9,0
Richarlison de Andrade,Everton,Brighton,2021-08-28,False,90,0.0,0.1402783244848251,0.0,0.0734055936336517,1,2.0,1.0,3.6,0
Richarlison de Andrade,Everton,Burnley,2021-09-13,True,80,0.0,0.0138930147513747,0.0,0.0,2,1.0,0.0,2.9,0
Richarlison de Andrade,Everton,Aston Villa,,False,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Norwich,,True,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Manchester United,,False,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,West Ham,,True,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Watford,2021-10-23,True,30,1.0,0.2354556769132614,0.0,0.0375816896557807,4,1.0,1.0,7.7,0
Richarlison de Andrade,Everton,Wolverhampton,2021-11-01,False,90,0.0,0.6639224290847778,0.0,0.041737463325262,2,2.0,1.0,6.2,0
Richarlison de Andrade,Everton,Tottenham,2021-11-07,True,90,0.0,0.0424551181495189,0.0,0.0,1,1.0,0.0,1.6,0
Richarlison de Andrade,Everton,Manchester City,2021-11-21,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0
Richarlison de Andrade,Everton,Brentford,,False,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Liverpool,2021-12-01,True,90,0.0,0.044312547892332,1.0,0.2459346503019333,5,2.0,1.0,4.8,0
Richarlison de Andrade,Everton,Arsenal,2021-12-06,True,90,1.0,0.308301568031311,0.0,0.5633726716041565,9,2.0,4.0,14.0,3
Richarlison de Andrade,Everton,Crystal Palace,2021-12-12,False,57,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Richarlison de Andrade,Everton,Chelsea,,False,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Brighton,,True,0,,,,,0,,,0.0,0
Richarlison de Andrade,Everton,Norwich,2022-01-15,False,36,1.0,0.0908509120345115,0.0,0.0,7,3.0,0.0,9.8,2
Richarlison de Andrade,Everton,Aston Villa,2022-01-22,True,90,0.0,0.1715419888496399,0.0,0.0,2,3.0,0.0,3.7,0
Richarlison de Andrade,Everton,Newcastle United,2022-02-08,False,90,0.0,0.0815887600183487,0.0,0.4939274787902832,2,2.0,1.0,4.0,0
Richarlison de Andrade,Everton,Leicester City,2022-02-12,True,85,0.0,0.1968419104814529,1.0,0.2332258820533752,5,3.0,3.0,9.8,0
Richarlison de Andrade,Everton,Southampton,2022-02-19,False,90,0.0,0.0219318345189094,0.0,0.0,2,1.0,0.0,2.7,0
Richarlison de Andrade,Everton,Manchester City,2022-02-26,True,90,0.0,0.5386161208152771,0.0,0.0,2,2.0,0.0,5.6,0
Richarlison de Andrade,Everton,Tottenham,2022-03-07,False,90,0.0,0.0247656125575304,0.0,0.0,2,1.0,0.0,1.9,0
Richarlison de Andrade,Everton,Wolverhampton,2022-03-13,True,90,0.0,0.1882615834474563,0.0,0.0,2,4.0,0.0,3.2,0
Richarlison de Andrade,Everton,Newcastle United,2022-03-17,True,87,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0
Richarlison de Andrade,Everton,West Ham,2022-04-03,False,90,0.0,0.3090929985046386,1.0,0.0375255681574344,4,5.0,1.0,10.5,0
Richarlison de Andrade,Everton,Burnley,2022-04-06,False,90,2.0,1.8459566831588743,0.0,0.1552005410194397,13,6.0,3.0,25.0,3
Richarlison de Andrade,Everton,Manchester United,2022-04-09,True,90,0.0,0.0691922530531883,0.0,0.0,2,2.0,0.0,4.3,0
Richarlison de Andrade,Everton,Leeds United,2022-04-20,True,90,1.0,1.3278541564941406,0.0,0.0,7,6.0,0.0,7.6,2
Richarlison de Andrade,Everton,Liverpool,2022-04-24,False,90,0.0,0.0668656229972839,0.0,0.153653547167778,1,2.0,2.0,6.1,0
Richarlison de Andrade,Everton,Chelsea,2022-05-01,True,79,1.0,0.399320900440216,0.0,0.0,8,2.0,0.0,8.0,2
Richarlison de Andrade,Everton,Leeds United,2022-05-08,False,90,0.0,0.5162104368209839,0.0,0.1207095459103584,5,3.0,1.0,8.0,0
Richarlison de Andrade,Everton,Watford,2022-05-11,False,90,0.0,0.1632451564073562,0.0,0.0917384922504425,2,2.0,2.0,8.9,0
Richarlison de Andrade,Everton,Brentford,2022-05-15,True,90,1.0,1.475730061531067,1.0,1.064512848854065,12,5.0,3.0,13.1,3
Richarlison de Andrade,Everton,Crystal Palace,2022-05-19,True,90,1.0,0.2775952219963074,0.0,0.0,7,5.0,0.0,8.5,1
Richarlison de Andrade,Everton,Arsenal,,False,0,,,,,0,,,0.0,0
