name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Danny Ings,Aston Villa,Watford,2021-08-14,False,90,1.0,0.7611688375473022,0.0,0.0,7,1.0,0.0,6.0,1
Danny Ings,Aston Villa,Newcastle United,2021-08-21,True,90,1.0,0.1154161319136619,0.0,0.0,8,2.0,0.0,6.8,2
Danny Ings,Aston Villa,Brentford,2021-08-28,True,90,0.0,0.1278825849294662,1.0,0.0630958676338195,4,1.0,1.0,6.1,0
Danny Ings,Aston Villa,Chelsea,2021-09-11,False,68,0.0,0.0564933903515338,0.0,0.0,2,1.0,0.0,2.8,0
Danny Ings,Aston Villa,Everton,2021-09-18,True,90,0.0,0.0726279839873313,1.0,0.099727563560009,5,1.0,1.0,4.2,0
Danny Ings,Aston Villa,Manchester United,2021-09-25,False,77,0.0,0.0,0.0,0.0,2,0.0,0.0,2.1,0
Danny Ings,Aston Villa,Tottenham,2021-10-03,False,88,0.0,0.060704156756401,0.0,0.0,2,2.0,0.0,4.4,0
Danny Ings,Aston Villa,Wolverhampton,2021-10-16,True,90,1.0,0.7112874388694763,0.0,0.0,7,3.0,0.0,8.1,1
Danny Ings,Aston Villa,Arsenal,2021-10-22,False,76,0.0,0.1121911630034446,0.0,0.0,2,1.0,0.0,2.5,0
Danny Ings,Aston Villa,West Ham,,True,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Southampton,,False,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Brighton,2021-11-20,True,65,0.0,0.0,0.0,0.0,2,0.0,0.0,0.5,0
Danny Ings,Aston Villa,Crystal Palace,,False,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Leeds United,,True,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Liverpool,2021-12-11,False,16,0.0,0.057709090411663,0.0,0.0,1,1.0,0.0,2.5,0
Danny Ings,Aston Villa,Norwich,2021-12-14,False,30,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0
Danny Ings,Aston Villa,Chelsea,2021-12-26,True,72,0.0,0.1733080148696899,0.0,0.0,2,3.0,0.0,4.8,0
Danny Ings,Aston Villa,Brentford,2022-01-02,False,90,1.0,0.6874610781669617,0.0,0.0560125485062599,8,5.0,2.0,15.1,2
Danny Ings,Aston Villa,Manchester United,2022-01-15,True,75,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0
Danny Ings,Aston Villa,Everton,2022-01-22,False,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Danny Ings,Aston Villa,Leicester City,,True,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Newcastle United,2022-02-13,False,18,0.0,0.0705940201878547,0.0,0.0,1,1.0,0.0,0.9,0
Danny Ings,Aston Villa,Watford,2022-02-19,True,90,0.0,0.4793205857276916,0.0,0.0205849502235651,2,3.0,1.0,4.2,0
Danny Ings,Aston Villa,Brighton,2022-02-26,False,78,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0
Danny Ings,Aston Villa,Southampton,2022-03-05,True,70,1.0,0.5427972078323364,2.0,0.4213553071022033,15,2.0,2.0,13.4,3
Danny Ings,Aston Villa,Leicester City,2022-03-10,False,70,0.0,0.0128593444824218,1.0,0.3823496401309967,5,1.0,2.0,5.8,0
Danny Ings,Aston Villa,West Ham,2022-03-13,False,68,0.0,0.0703397840261459,0.0,0.0746772363781929,2,1.0,1.0,4.3,0
Danny Ings,Aston Villa,Arsenal,2022-03-19,True,8,0.0,0.1472585499286651,0.0,0.0,1,2.0,0.0,0.7,0
Danny Ings,Aston Villa,Wolverhampton,,False,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Tottenham,2022-04-09,True,69,0.0,0.6894094347953796,0.0,0.0857556536793708,1,6.0,2.0,13.0,0
Danny Ings,Aston Villa,Leeds United,,False,0,,,,,0,,,0.0,0
Danny Ings,Aston Villa,Norwich,2022-04-30,True,50,1.0,0.8402400016784668,1.0,0.1750782430171966,8,4.0,2.0,13.7,1
Danny Ings,Aston Villa,Burnley,2022-05-07,False,73,1.0,0.3792062997817993,0.0,0.065831609070301,8,1.0,1.0,7.5,2
Danny Ings,Aston Villa,Liverpool,2022-05-10,True,90,0.0,0.2886700928211212,0.0,0.0,2,2.0,0.0,4.3,0
Danny Ings,Aston Villa,Crystal Palace,2022-05-15,True,70,0.0,0.2137011587619781,0.0,0.0,2,3.0,0.0,1.4,0
Danny Ings,Aston Villa,Burnley,2022-05-19,True,12,0.0,0.1760158687829971,0.0,0.0,1,2.0,0.0,2.1,0
Danny Ings,Aston Villa,Manchester City,2022-05-22,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
