name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Neal Maupay,Brighton,Burnley,2021-08-14,False,90,1.0,0.8151915669441223,0.0,0.0,5,4.0,0.0,11.5,0
Neal Maupay,Brighton,Watford,2021-08-21,True,45,1.0,0.3277704119682312,0.0,0.0351078696548938,6,1.0,1.0,6.7,1
Neal Maupay,Brighton,Everton,2021-08-28,True,90,0.0,0.1132449731230735,0.0,0.0891578048467636,2,2.0,3.0,5.7,0
Neal Maupay,Brighton,Brentford,2021-09-11,False,90,0.0,0.0457601100206375,0.0,0.0,2,1.0,0.0,1.1,0
Neal Maupay,Brighton,Leeds United,2021-09-19,True,90,1.0,0.8912572264671326,0.0,0.0,7,2.0,0.0,7.7,1
Neal Maupay,Brighton,Crystal Palace,2021-09-27,False,90,1.0,0.0862594321370124,0.0,0.0,9,1.0,0.0,5.4,3
Neal Maupay,Brighton,Arsenal,2021-10-02,True,90,0.0,0.2503175139427185,0.0,0.0284732468426227,1,4.0,2.0,3.5,0
Neal Maupay,Brighton,Norwich,2021-10-16,False,90,0.0,0.6514739990234375,0.0,0.160841703414917,2,1.0,2.0,4.8,0
Neal Maupay,Brighton,Manchester City,2021-10-23,True,57,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Neal Maupay,Brighton,Liverpool,,False,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,Newcastle United,2021-11-06,True,24,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0
Neal Maupay,Brighton,Aston Villa,2021-11-20,False,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Neal Maupay,Brighton,Leicester City,2021-11-27,True,67,0.0,0.9902330636978148,0.0,0.0,2,5.0,0.0,4.9,0
Neal Maupay,Brighton,West Ham,2021-12-01,False,90,1.0,0.2412213832139969,0.0,0.5123357772827148,8,2.0,1.0,8.8,3
Neal Maupay,Brighton,Southampton,2021-12-04,False,90,1.0,1.115108609199524,0.0,0.0,9,4.0,0.0,9.6,3
Neal Maupay,Brighton,Wolverhampton,,True,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,Brentford,2021-12-26,True,90,1.0,0.1563952714204788,0.0,0.1484578400850296,6,2.0,2.0,8.8,0
Neal Maupay,Brighton,Chelsea,2021-12-29,False,90,0.0,0.1797274798154831,0.0,0.0762819200754165,2,3.0,2.0,7.7,0
Neal Maupay,Brighton,Everton,2022-01-02,False,90,0.0,0.0558214820921421,1.0,0.4987282752990722,5,1.0,2.0,5.3,0
Neal Maupay,Brighton,Crystal Palace,2022-01-14,True,90,0.0,0.0496533811092376,0.0,0.0,5,1.0,0.0,1.2,0
Neal Maupay,Brighton,Chelsea,2022-01-18,True,28,0.0,0.0668011382222175,0.0,0.0,1,2.0,0.0,2.1,0
Neal Maupay,Brighton,Leeds United,2022-01-23,False,90,0.0,0.1097157672047615,1.0,0.2949413061141968,5,1.0,3.0,8.6,0
Neal Maupay,Brighton,Watford,2022-02-12,False,90,1.0,0.1760444194078445,0.0,0.0,6,3.0,0.0,9.6,0
Neal Maupay,Brighton,Manchester United,2022-02-15,False,69,0.0,0.0481122694909572,0.0,0.0,2,1.0,0.0,0.8,0
Neal Maupay,Brighton,Burnley,2022-02-19,True,90,0.0,0.0901440680027008,0.0,0.0,2,2.0,0.0,2.3,0
Neal Maupay,Brighton,Aston Villa,2022-02-26,True,90,0.0,0.0357077047228813,0.0,0.1109055504202842,2,1.0,2.0,4.3,0
Neal Maupay,Brighton,Newcastle United,2022-03-05,False,31,0.0,0.0430293940007686,0.0,0.0,1,2.0,0.0,3.7,0
Neal Maupay,Brighton,Liverpool,2022-03-12,True,90,0.0,0.0561806038022041,0.0,0.3470743000507355,1,2.0,1.0,2.9,0
Neal Maupay,Brighton,Tottenham,2022-03-16,True,90,0.0,0.2959945499897003,0.0,0.0,1,4.0,0.0,4.0,0
Neal Maupay,Brighton,Norwich,2022-04-02,True,78,0.0,1.09023916721344,0.0,0.1402987092733383,0,6.0,2.0,4.3,0
Neal Maupay,Brighton,Arsenal,,False,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,Tottenham,,False,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,Manchester City,2022-04-20,False,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0
Neal Maupay,Brighton,Southampton,2022-04-24,True,84,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0
Neal Maupay,Brighton,Wolverhampton,,False,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,Manchester United,2022-05-07,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Neal Maupay,Brighton,Leicester City,,False,0,,,,,0,,,0.0,0
Neal Maupay,Brighton,West Ham,2022-05-22,True,45,0.0,0.2606703639030456,0.0,0.0,0,3.0,0.0,0.0,0
