Opponent,Home Difficulty,Away Difficulty
Aston Villa,-0.48530457467861404,-0.8257463521210946
Bournemouth,-1.3571902372098965,-5.075290599344201
Brentford,-0.019031607716967696,-0.5959934344802212
Brighton,0.5845561079113007,-4.245272859914739
Burnley,-0.6159069312461096,-2.9921216241146924
Chelsea,-2.117806510740708,-1.6141320377905448
Crystal Palace,-2.8365862677526166,-0.49875592353162396
Everton,-2.6809648992865793,1.4865456225924785
Fulham,0.8803873439368988,-0.9703535717786149
Leeds United,-3.9002814833826775,-1.6521190954347516
Leicester City,-3.2593044569379956,-2.5954909777691344
Liverpool,-1.5396034071715246,0.8675016193206574
Luton,-1.5401780156249985,1.9756458271284345
Manchester City,0.6868261119152801,2.3991667974760715
Manchester United,-2.176052225303401,1.1651203911016124
Newcastle United,-1.6828323859238956,0.23193830895429057
Norwich,-1.6033862992093018,-5.993486881810343
Nottingham Forest,-1.2692140694380374,2.8175605245101596
Sheffield,-5.728143411746409,-4.679319269565775
Southampton,-0.9569464487999364,0.9252574837247859
Tottenham,-1.296634333275897,0.4591596242669039
Watford,-1.2722467709850902,-0.23741518757649488
West Ham,0.8925625077146484,-2.339635117709498
Wolverhampton,-2.6046363228073126,-2.5539634973722887
