Opponent,Home Difficulty,Away Difficulty
Arsenal,-0.34221933503612423,1.9188701831515254
Aston Villa,1.7463562964879964,-2.1630710599917347
Bournemouth,-1.7828671392624307,-2.084345047435048
Brentford,-1.30909114644888,1.031417877092338
Brighton,-0.20234552397053837,0.2557513072526489
Burnley,-1.3825814226076398,0.33661776952677736
Chelsea,2.803874549587519,1.8220729975250343
Crystal Palace,-2.033783719141205,0.955979633982044
Everton,-2.7536551088101735,0.5487539038482653
Fulham,-2.0252691737337734,1.200576253723053
Leeds United,-3.4084037201386703,1.2454783569807275
Leicester City,-1.1588126212607792,-4.565598152894465
Liverpool,-0.1895651146679966,0.6803926698072368
Luton,-0.3352964254658328,-1.2402113772312728
Manchester City,-0.27161917730834145,-0.19621872209301286
Manchester United,-0.020725681976258088,2.478678156118768
Newcastle United,-2.9096370603052226,4.301184925335729
Norwich,-3.439484904879829,-6.542109316514111
Nottingham Forest,-0.6005338102355339,-3.549616277926451
Sheffield,-0.021676661309381284,-2.160288764170149
Southampton,0.43404096977248874,-0.37478835593392335
Watford,0.7997590065892106,1.5625201243516051
West Ham,0.255162050310987,2.469594478289022
Wolverhampton,2.7241914259627307,0.791034943418467
