name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ivan Perišić,Spurs,Southampton,2022-08-06,True,24,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,0,0.0,0,1.0,0.0,24.0,0.0,4.0,Spurs,False,Chelsea,3.74,-0.72
Ivan Perišić,Spurs,Chelsea,2022-08-14,False,11,0.0,0.0,1.0,0.55,4,0.0,2.0,4.9,0,0,0,0.0,0,2.5,0.5,17.5,0.0,12.0,Spurs,True,Wolverhampton,5.81,-0.48
Ivan Perišić,Spurs,Wolverhampton,2022-08-20,True,75,0.0,0.0,1.0,0.66,12,0.0,3.0,8.1,3,1,0,0.0,0,5.67,0.67,36.67,0.33,6.0,Spurs,False,Nottingham Forest,,
Ivan Perišić,Spurs,Nottingham Forest,2022-08-28,False,73,0.0,0.04,0.0,0.0,6,1.0,0.0,2.0,0,1,0,0.0,0,5.75,0.51,45.75,0.5,1.0,Spurs,False,West Ham,3.49,0.14
Ivan Perišić,Spurs,West Ham,2022-08-31,False,90,0.0,0.0,0.0,0.14,1,0.0,3.0,7.0,0,0,1,0.0,0,4.8,0.41,54.6,0.4,1.0,Spurs,True,Fulham,,-0.3
Ivan Perišić,Spurs,Fulham,2022-09-03,True,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0,4.8,0.41,46.5,0.33,2.0,Spurs,True,Leeds United,-1.47,-0.79
Ivan Perišić,Spurs,Leeds United,2022-09-17,True,54,0.0,0.09,1.0,0.1,2,1.0,3.0,8.8,0,0,2,0.0,0,4.4,0.42,47.57,0.29,1.0,Spurs,False,Arsenal,4.98,-0.0
Ivan Perišić,Spurs,Arsenal,2022-10-01,False,70,0.0,0.04,0.0,0.15,1,1.0,1.0,2.2,0,0,3,0.0,0,2.2,0.23,50.38,0.25,1.0,Spurs,False,Brighton,-2.68,-0.39
Ivan Perišić,Spurs,Brighton,2022-10-08,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.0,0,1.2,0.23,45.89,0.22,8.0,Spurs,True,Everton,-5.21,0.34
Ivan Perišić,Spurs,Everton,2022-10-15,True,90,0.0,0.1,0.0,0.54,8,1.0,4.0,12.0,2,1,0,0.0,0,2.6,0.25,50.3,0.3,1.0,Spurs,False,Manchester United,4.8,-0.1
Ivan Perišić,Spurs,Manchester United,2022-10-19,False,88,0.0,0.02,0.0,0.0,1,1.0,0.0,2.8,0,0,2,0.0,0,2.6,0.25,53.73,0.27,1.0,Spurs,True,Newcastle United,-3.79,0.73
Ivan Perišić,Spurs,Newcastle United,2022-10-23,True,29,0.0,0.04,0.0,0.02,1,1.0,1.0,3.8,0,0,0,0.0,0,2.4,0.04,51.67,0.25,4.0,Spurs,False,Bournemouth,,0.19
Ivan Perišić,Spurs,Bournemouth,2022-10-29,False,27,0.0,0.08,1.0,0.49,4,1.0,2.0,5.8,0,0,0,0.0,0,3.0,0.25,49.77,0.23,1.0,Spurs,True,Liverpool,0.32,-0.53
Ivan Perišić,Spurs,Liverpool,2022-11-06,True,90,0.0,0.78,0.0,0.55,1,3.0,5.0,13.2,0,0,2,0.0,0,3.0,0.4,52.64,0.21,1.0,Spurs,True,Leicester City,-0.2,0.83
Ivan Perišić,Spurs,Leicester City,2022-11-12,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,1.21,1,1.6,0.38,55.13,0.2,1.0,Spurs,False,Brentford,1.4,-0.55
Ivan Perišić,Spurs,Brentford,2022-12-26,False,90,0.0,0.0,0.0,0.14,1,0.0,1.0,5.9,0,0,2,2.15,1,1.6,0.38,57.31,0.19,1.0,Spurs,True,Aston Villa,-0.44,0.55
Ivan Perišić,Spurs,Aston Villa,2023-01-01,True,87,0.0,0.19,0.0,0.05,1,1.0,1.0,3.0,0,0,2,0.82,1,1.6,0.41,59.06,0.18,10.0,Spurs,False,Crystal Palace,7.24,0.13
Ivan Perišić,Spurs,Crystal Palace,2023-01-04,False,85,0.0,0.0,1.0,0.55,10,0.0,1.0,5.8,1,1,0,0.79,1,2.8,0.39,60.5,0.22,1.0,Spurs,True,Arsenal,-2.81,0.36
