name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Kalidou Koulibaly,Chelsea,Everton,2022-08-06,False,74,0.0,0.04,0.0,0.0,6,1.0,0.0,3.9,0,1,0,0.0,0,6.0,0.04,74.0,1.0,7.0
Kalidou Koulibaly,Chelsea,Tottenham,2022-08-14,True,90,1.0,0.14,0.0,0.0,7,3.0,0.0,7.4,0,0,2,0.0,0,6.5,0.09,82.0,0.5,-2.0
Kalidou Koulibaly,Chelsea,Leicester City,2022-08-21,False,83,0.0,0.01,0.0,0.0,-2,1.0,0.0,4.0,0,0,3,0.0,0,3.67,0.06,82.33,0.33,0.0
Kalidou Koulibaly,Chelsea,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.75,0.05,61.75,0.33,1.0
Kalidou Koulibaly,Chelsea,Southampton,2022-08-30,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,2,0.0,0,2.4,0.04,67.4,0.25,2.0
Kalidou Koulibaly,Chelsea,West Ham,2022-09-03,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.6,0,0,1,0.0,0,1.6,0.04,71.17,0.2,0.0
Kalidou Koulibaly,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.01,61.0,0.2,8.0
Kalidou Koulibaly,Chelsea,Wolverhampton,2022-10-08,True,90,0.0,0.03,0.0,0.02,8,1.0,1.0,3.9,2,1,0,0.0,0,2.2,0.01,64.62,0.33,0.0
Kalidou Koulibaly,Chelsea,Aston Villa,2022-10-16,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3,0,0,0,0.0,0,2.2,0.01,62.44,0.29,6.0
Kalidou Koulibaly,Chelsea,Brentford,2022-10-19,False,90,0.0,0.0,0.0,0.06,6,0.0,1.0,3.5,0,1,0,0.0,0,3.2,0.01,65.2,0.38,0.0
Kalidou Koulibaly,Chelsea,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.8,0.01,59.27,0.38,0.0
Kalidou Koulibaly,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.8,0.01,54.33,0.38,0.0
Kalidou Koulibaly,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.2,0.0,50.15,0.38,1.0
Kalidou Koulibaly,Chelsea,Newcastle United,2022-11-12,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,1,1.03,1,1.4,0.0,53.0,0.33,6.0
Kalidou Koulibaly,Chelsea,Bournemouth,2022-12-27,True,90,0.0,0.02,0.0,0.0,6,1.0,0.0,2.1,0,1,0,0.53,1,1.4,0.0,55.47,0.4,2.0
Kalidou Koulibaly,Chelsea,Nottingham Forest,2023-01-01,False,90,0.0,0.0,0.0,0.15,2,0.0,2.0,4.3,0,0,1,1.2,1,1.8,0.0,57.62,0.36,1.0
Kalidou Koulibaly,Chelsea,Manchester City,2023-01-05,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0,0,1,2.08,1,2.0,0.0,59.53,0.33,9.0
Kalidou Koulibaly,Chelsea,Fulham,2023-01-12,False,90,1.0,0.65,0.0,0.03,9,1.0,1.0,9.4,2,0,2,0.83,1,3.8,0.14,61.22,0.31,1.0
Kalidou Koulibaly,Chelsea,Crystal Palace,2023-01-15,True,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.11,0,3.8,0.14,58.63,0.29,0.0
Kalidou Koulibaly,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.6,0.13,55.7,0.29,0.0
Kalidou Koulibaly,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.13,53.05,0.29,0.0
Kalidou Koulibaly,Chelsea,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.0,0.13,50.64,0.29,0.0
Kalidou Koulibaly,Chelsea,Southampton,2023-02-18,True,45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8,0,0,1,0.49,1,0.2,0.0,50.39,0.27,1.0
Kalidou Koulibaly,Chelsea,Tottenham,2023-02-26,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.9,0,0,2,0.71,1,0.2,0.0,52.04,0.25,8.0
Kalidou Koulibaly,Chelsea,Leicester City,2023-03-04,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,3.7,2,1,0,0.94,1,1.8,0.0,53.56,0.29,5.0
Kalidou Koulibaly,Chelsea,Leeds United,2023-03-11,False,90,0.0,0.0,1.0,0.03,5,0.0,1.0,5.9,0,0,1,2.35,1,2.8,0.2,54.96,0.28,0.0
Kalidou Koulibaly,Chelsea,Everton,2023-03-18,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0,0,2,1.43,1,2.8,0.2,56.26,0.26,1.0
Kalidou Koulibaly,Chelsea,Aston Villa,2023-04-01,True,90,0.0,0.12,0.0,0.02,1,2.0,1.0,3.5,0,0,2,0.81,1,3.0,0.22,57.46,0.25,8.0
Kalidou Koulibaly,Chelsea,Liverpool,2023-04-04,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,2.7,2,1,0,0.35,1,4.4,0.22,58.59,0.29,2.0
Kalidou Koulibaly,Chelsea,Wolverhampton,2023-04-08,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.6,0,0,1,0.56,1,3.2,0.22,59.63,0.27,0.0
Kalidou Koulibaly,Chelsea,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.02,57.71,0.27,0.0
Kalidou Koulibaly,Chelsea,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.02,55.91,0.27,0.0
Kalidou Koulibaly,Chelsea,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.0,0.0,54.21,0.27,0.0
Kalidou Koulibaly,Chelsea,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,52.62,0.27,0.0
Kalidou Koulibaly,Chelsea,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,51.11,0.27,1.0
Kalidou Koulibaly,Chelsea,Manchester City,2023-05-21,False,9,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,0,0,0.07,0,0.2,0.0,49.94,0.26,0.0
Kalidou Koulibaly,Chelsea,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,48.59,0.26,0.0
Kalidou Koulibaly,Chelsea,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,47.32,0.26,
