name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Mason Holgate,Everton,Chelsea,2022-08-06,True,72,0.0,0.14,0.0,0.0,1,1.0,0.0,4.8,0,0,1,0.0,0,1.0,0.14,72.0,0.0,1.66,0.1,0.22,0,1.0
Mason Holgate,Everton,Aston Villa,2022-08-13,False,90,0.0,0.14,0.0,0.04,1,2.0,1.0,5.9,0,0,2,0.0,0,1.0,0.14,81.0,0.0,1.66,0.1,0.22,0,2.0
Mason Holgate,Everton,Nottingham Forest,2022-08-20,True,90,0.0,0.0,0.0,0.09,2,0.0,1.0,2.7,0,0,1,0.0,0,1.33,0.09,84.0,0.0,1.66,0.1,0.22,0,8.0
Mason Holgate,Everton,Brentford,2022-08-27,False,67,0.0,0.0,0.0,0.08,8,0.0,1.0,2.2,2,1,0,0.0,0,3.0,0.07,79.75,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.4,0.06,63.8,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.03,53.17,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.0,0.0,45.57,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.6,0.0,39.88,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,35.44,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,31.9,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,29.0,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,26.58,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,24.54,0.25,1.66,0.1,0.22,0,0.0
Mason Holgate,Everton,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,22.79,0.25,1.66,0.1,0.22,0,0.0
