name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Manuel Akanji,Man City,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0
Manuel Akanji,Man City,Wolverhampton,2022-09-17,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.9,0,1,0,0.0,0,3.0,0.0,45.0,1.0,1.0
Manuel Akanji,Man City,Manchester United,2022-10-02,True,90,0.0,0.04,0.0,0.0,1,1.0,0.0,3.4,0,0,3,0.0,0,2.33,0.01,60.0,0.5,7.0
Manuel Akanji,Man City,Southampton,2022-10-08,True,90,0.0,0.05,0.0,0.0,7,2.0,0.0,4.4,1,1,0,0.0,0,3.5,0.02,67.5,0.67,1.0
Manuel Akanji,Man City,Liverpool,2022-10-16,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,0.0,0,3.0,0.02,72.0,0.5,2.0
Manuel Akanji,Man City,Brighton,2022-10-22,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,0,1,0.0,0,3.4,0.02,75.0,0.4,6.0
Manuel Akanji,Man City,Leeds United,2022-10-29,False,71,0.0,0.12,0.0,0.0,6,2.0,0.0,3.3,0,1,0,0.0,0,3.4,0.04,74.43,0.5,2.0
Manuel Akanji,Man City,Fulham,2022-11-05,True,90,0.0,0.41,0.0,0.0,2,3.0,0.0,4.4,0,0,1,0.0,0,3.6,0.12,76.38,0.43,5.0
Manuel Akanji,Man City,Brentford,2022-11-12,True,90,0.0,0.02,1.0,0.08,5,1.0,3.0,7.0,1,0,2,1.29,1,3.2,0.31,77.89,0.38,2.0
Manuel Akanji,Man City,Leicester City,2022-12-28,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,0,1,0.59,1,3.4,0.31,79.1,0.33,2.0
