name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Juan Larios López,Southampton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0
Juan Larios López,Southampton,Aston Villa,2022-09-16,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.0,0,0.5,0.0,22.5,0.0,0.0
Juan Larios López,Southampton,Everton,2022-10-01,True,59,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,0,0,2,0.0,0,0.33,0.0,34.67,0.0,1.0
Juan Larios López,Southampton,Manchester City,2022-10-08,False,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0,0.5,0.0,28.75,0.0,0.0
Juan Larios López,Southampton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,23.0,0.0,1.0
Juan Larios López,Southampton,Bournemouth,2022-10-19,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0,0.6,0.0,19.5,0.0,0.0
Juan Larios López,Southampton,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,16.71,0.0,0.0
Juan Larios López,Southampton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,14.62,0.0,1.0
Juan Larios López,Southampton,Newcastle United,2022-11-06,True,33,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,0,0.0,0,0.4,0.0,16.67,0.0,0.0
Juan Larios López,Southampton,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,15.0,0.0,0.0
Juan Larios López,Southampton,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,13.64,0.0,0.0
Juan Larios López,Southampton,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,12.5,0.0,0.0
Juan Larios López,Southampton,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,11.54,0.0,0.0
Juan Larios López,Southampton,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,10.71,0.0,0.0
Juan Larios López,Southampton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,10.0,0.0,0.0
Juan Larios López,Southampton,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,9.38,0.0,0.0
Juan Larios López,Southampton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,8.82,0.0,0.0
Juan Larios López,Southampton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,8.33,0.0,0.0
Juan Larios López,Southampton,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,7.89,0.0,0.0
Juan Larios López,Southampton,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,7.5,0.0,0.0
Juan Larios López,Southampton,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,7.14,0.0,0.0
Juan Larios López,Southampton,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,6.82,0.0,0.0
Juan Larios López,Southampton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,6.52,0.0,0.0
Juan Larios López,Southampton,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,6.25,0.0,0.0
Juan Larios López,Southampton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,6.0,0.0,0.0
Juan Larios López,Southampton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,5.77,0.0,0.0
Juan Larios López,Southampton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,5.56,0.0,0.0
Juan Larios López,Southampton,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,5.36,0.0,0.0
Juan Larios López,Southampton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,5.17,0.0,0.0
Juan Larios López,Southampton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,5.0,0.0,0.0
Juan Larios López,Southampton,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,4.84,0.0,0.0
Juan Larios López,Southampton,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,4.69,0.0,0.0
Juan Larios López,Southampton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,4.55,0.0,
