name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Pablo Marí Villar,Arsenal,Crystal Palace,2022-08-05,False,0,1.0,0.88,0.0,0.06,0,2.0,1.0,0.0,0,0,0,0.0,0,0.0,0.88,0.0,0,0.0
Pablo Marí Villar,Arsenal,Leeds United,2022-08-13,True,0,1.0,0.05,0.0,0.57,0,1.0,4.0,0.0,0,0,0,0.0,0,0.0,0.46,0.0,0,0.0
Pablo Marí Villar,Arsenal,Bournemouth,2022-08-20,False,0,0.0,0.53,0.0,0.0,0,4.0,0.0,0.0,0,0,0,0.0,0,0.0,0.49,0.0,0,0.0
Pablo Marí Villar,Arsenal,Fulham,2022-08-27,True,0,0.0,0.38,0.0,0.58,0,7.0,5.0,0.0,0,0,0,0.0,0,0.0,0.46,0.0,0,0.0
Pablo Marí Villar,Arsenal,Aston Villa,2022-08-31,True,0,1.0,0.21,0.0,0.54,0,5.0,2.0,0.0,0,0,0,0.0,0,0.0,0.41,0.0,0,0.0
Pablo Marí Villar,Arsenal,Manchester United,2022-09-04,False,0,0.0,0.3,0.0,0.09,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.29,0.0,0,0.0
Pablo Marí Villar,Arsenal,Brentford,2022-09-18,False,0,0.0,0.1,0.0,0.16,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.3,0.0,0,0.0
Pablo Marí Villar,Arsenal,Tottenham,2022-10-01,True,0,0.0,0.1,1.0,0.41,0,3.0,2.0,0.0,0,0,0,0.0,0,0.0,0.42,0.0,0,0.0
Pablo Marí Villar,Arsenal,Liverpool,2022-10-09,True,0,1.0,0.48,1.0,1.03,0,2.0,2.0,0.0,0,0,0,0.0,0,0.0,0.64,0.0,0,0.0
Pablo Marí Villar,Arsenal,Leicester City,2022-10-16,False,0,0.0,0.05,0.0,0.02,0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,0.61,0.0,0,0.0
Pablo Marí Villar,Arsenal,Southampton,2022-10-23,False,0,0.0,0.14,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.57,0.0,0,0.0
Pablo Marí Villar,Arsenal,Nottingham Forest,2022-10-30,True,0,1.0,0.2,0.0,0.02,0,2.0,1.0,0.0,0,0,0,0.0,0,0.0,0.59,0.0,0,0.0
Pablo Marí Villar,Arsenal,Chelsea,2022-11-06,False,0,0.0,0.07,0.0,0.3,0,2.0,1.0,0.0,0,0,0,0.0,0,0.0,0.39,0.0,0,0.0
Pablo Marí Villar,Arsenal,Wolverhampton,2022-11-12,False,0,0.0,0.09,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.11,0.0,0,0.0
Pablo Marí Villar,Arsenal,West Ham,2022-12-26,True,0,1.0,0.05,0.0,0.03,0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,0.11,0.0,0,0.0
