name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Tariq Lamptey,Brighton,Manchester United,2022-08-07,False,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.0,0,1.0,0.0,15.0,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Newcastle United,2022-08-13,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.0,0,1.0,0.0,15.0,0.0,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.67,0.0,10.0,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Leicester City,2022-08-27,True,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.0,0,0.75,0.0,12.5,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Fulham,2022-08-30,False,26,0.0,0.0,0.0,0.02,1,0.0,1.0,2.7,0,0,0,0.0,0,0.8,0.0,15.2,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Leeds United,2022-09-04,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0,0.8,0.0,12.83,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Liverpool,2022-10-01,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0,0.8,0.0,11.43,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Tottenham,2022-10-08,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.0,0,1.0,0.0,10.25,0.0,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.8,0.0,9.11,0.0,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Nottingham Forest,2022-10-18,True,26,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8,0,0,0,0.0,0,0.6,0.0,10.8,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Manchester City,2022-10-22,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,1,0.0,0,0.6,0.0,13.91,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Chelsea,2022-10-29,True,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0,0.6,0.0,14.17,0.0,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,13.08,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Aston Villa,2022-11-13,True,9,0.0,0.02,0.0,0.08,1,1.0,1.0,0.0,0,0,0,0.03,0,0.6,0.0,12.79,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Southampton,2022-12-26,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.0,0,0.8,0.0,12.4,0.0,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Arsenal,2022-12-31,True,90,0.0,0.0,0.0,0.06,0,0.0,1.0,4.8,0,0,4,2.88,1,0.6,0.0,17.25,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Everton,2023-01-03,False,19,0.0,0.08,0.0,0.0,1,1.0,0.0,1.0,0,0,1,0.82,0,0.6,0.02,17.35,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Liverpool,2023-01-14,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.02,0,0.8,0.02,16.44,0.0,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Leeds United,2023-01-21,False,12,0.0,0.06,0.0,0.0,1,1.0,0.0,1.2,0,0,0,0.08,0,0.8,0.03,16.21,0.0,0.99,2.86,0.43,0,6.0
Tariq Lamptey,Brighton,Bournemouth,2023-02-04,True,74,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0,0.67,1,1.8,0.03,19.1,0.06,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Crystal Palace,2023-02-11,False,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,0.05,0,2.0,0.03,18.86,0.06,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,Fulham,2023-02-18,True,28,0.0,0.05,0.0,0.03,1,2.0,1.0,2.2,0,0,1,0.17,0,2.0,0.02,19.27,0.05,0.99,2.86,0.43,0,1.0
Tariq Lamptey,Brighton,West Ham,2023-03-04,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,1,2.0,0.02,19.09,0.05,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.8,0.01,18.29,0.05,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.6,0.01,17.56,0.05,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.01,16.88,0.05,0.99,2.86,0.43,0,0.0
Tariq Lamptey,Brighton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,16.26,0.05,0.99,2.86,0.43,0,0.0
