name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Cristian Romero,Spurs,Southampton,2022-08-06,True,90,0.0,0.13,0.0,0.0,2,2.0,0.0,2.4,0,0,1,0.0,0,2.0,0.13,90.0,0.0,0.41,0.38,0.25,0,1.0
Cristian Romero,Spurs,Chelsea,2022-08-14,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.5,0,0,2,0.0,0,1.5,0.06,90.0,0.0,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.0,0.04,60.0,0.0,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.75,0.03,45.0,0.0,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.6,0.03,36.0,0.0,0.41,0.38,0.25,0,1.0
Cristian Romero,Spurs,Fulham,2022-09-03,True,90,0.0,0.19,0.0,0.0,1,2.0,0.0,6.2,0,0,1,0.0,0,0.4,0.04,45.0,0.0,0.41,0.38,0.25,0,1.0
Cristian Romero,Spurs,Leeds United,2022-09-17,True,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0,0.0,0,0.4,0.04,43.0,0.0,0.41,0.38,0.25,0,1.0
Cristian Romero,Spurs,Arsenal,2022-10-01,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,3,0.0,0,0.6,0.04,48.88,0.0,0.41,0.38,0.25,0,8.0
Cristian Romero,Spurs,Brighton,2022-10-08,False,90,0.0,0.0,0.0,0.08,8,0.0,1.0,3.0,2,1,0,0.0,0,2.2,0.04,53.44,0.17,0.41,0.38,0.25,0,6.0
Cristian Romero,Spurs,Everton,2022-10-15,True,86,0.0,0.02,0.0,0.12,6,1.0,1.0,3.2,0,1,0,0.0,0,3.4,0.04,56.7,0.29,0.41,0.38,0.25,0,1.0
Cristian Romero,Spurs,Manchester United,2022-10-19,False,90,0.0,0.0,0.0,0.02,1,0.0,1.0,3.3,0,0,2,0.0,0,3.4,0.0,59.73,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3.2,0.0,54.75,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.0,50.54,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.4,0.0,46.93,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,43.8,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,41.06,0.25,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Aston Villa,2023-01-01,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2,0,0,2,1.0,1,0.0,0.0,43.94,0.22,0.41,0.38,0.25,0,6.0
Cristian Romero,Spurs,Crystal Palace,2023-01-04,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.8,0,1,0,0.79,1,1.2,0.0,46.5,0.3,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Arsenal,2023-01-15,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,0,0,2,1.66,1,1.2,0.0,48.79,0.27,0.41,0.38,0.25,0,-1.0
Cristian Romero,Spurs,Manchester City,2023-01-19,False,90,0.0,0.02,0.0,0.0,-1,1.0,0.0,1.7,0,0,4,2.45,1,1.0,0.0,50.85,0.25,0.41,0.38,0.25,0,5.0
Cristian Romero,Spurs,Fulham,2023-01-23,False,90,0.0,0.0,0.0,0.0,5,0.0,0.0,1.6,0,1,0,1.18,1,2.0,0.0,52.71,0.31,0.41,0.38,0.25,0,3.0
Cristian Romero,Spurs,Manchester City,2023-02-05,True,86,0.0,0.0,0.0,0.0,3,0.0,0.0,1.8,0,1,0,0.7,1,2.6,0.0,54.23,0.36,0.41,0.38,0.25,0,0.0
Cristian Romero,Spurs,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.4,0.0,51.87,0.36,0.41,0.38,0.25,0,6.0
Cristian Romero,Spurs,West Ham,2023-02-19,True,90,0.0,0.03,0.0,0.0,6,1.0,0.0,3.1,0,1,0,0.48,1,2.6,0.01,53.46,0.4,0.41,0.38,0.25,0,6.0
Cristian Romero,Spurs,Chelsea,2023-02-26,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.6,0,1,0,0.41,1,4.0,0.01,54.92,0.44,0.41,0.38,0.25,0,2.0
Cristian Romero,Spurs,Wolverhampton,2023-03-04,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,0.44,1,3.4,0.01,56.27,0.41,0.41,0.38,0.25,0,2.0
Cristian Romero,Spurs,Nottingham Forest,2023-03-11,True,90,0.0,0.09,0.0,0.0,2,1.0,0.0,4.0,0,0,1,1.57,1,3.2,0.02,57.52,0.39,0.41,0.38,0.25,0,1.0
