name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ben Davies,Liverpool,Fulham,2022-08-06,False,0,0.0,0.03,0.0,0.01,0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0.0,3.23,0.79,0.43,0,2.0,Spurs,True,Southampton,3.36,-0.38
Ben Davies,Spurs,Southampton,2022-08-06,True,85,0.0,0.03,0.0,0.01,2,1.0,1.0,4.8,0,0,1,0.0,0,1.0,0.03,42.5,0.0,3.23,0.79,0.43,0,4.0,Spurs,False,Chelsea,3.74,-0.72
Ben Davies,Spurs,Chelsea,2022-08-14,False,90,0.0,0.06,1.0,0.03,4,1.0,1.0,8.4,0,0,2,0.0,0,2.0,0.37,58.33,0.0,3.23,0.79,0.43,0,0.0,Liverpool,True,Crystal Palace,-3.98,0.81
Ben Davies,Liverpool,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.5,0.28,43.75,0.0,3.23,0.79,0.43,0,6.0,Spurs,True,Wolverhampton,5.81,-0.48
Ben Davies,Spurs,Wolverhampton,2022-08-20,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,0.0,0,2.4,0.22,53.0,0.33,3.23,0.79,0.43,0,0.0,Liverpool,False,Manchester United,-3.94,-0.1
Ben Davies,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.4,0.22,44.17,0.33,3.23,0.79,0.43,0,0.0,Liverpool,True,Bournemouth,,1.46
Ben Davies,Liverpool,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.0,0.21,37.86,0.33,3.23,0.79,0.43,0,6.0,Spurs,False,Nottingham Forest,,
Ben Davies,Spurs,Nottingham Forest,2022-08-28,False,90,0.0,0.07,0.0,0.0,6,1.0,0.0,1.7,0,1,0,0.0,0,2.4,0.01,44.38,0.5,3.23,0.79,0.43,0,1.0,Spurs,False,West Ham,3.49,0.14
Ben Davies,Spurs,West Ham,2022-08-31,False,90,0.0,0.0,0.0,0.13,1,0.0,2.0,4.0,0,0,1,0.0,0,2.6,0.01,49.44,0.4,3.23,0.79,0.43,0,0.0,Liverpool,True,Newcastle United,-0.62,0.73
Ben Davies,Liverpool,Newcastle United,2022-08-31,True,0,0.0,0.0,0.0,0.13,0,0.0,2.0,0.0,0,0,0,0.0,0,1.4,0.01,44.5,0.4,3.23,0.79,0.43,0,0.0,Spurs,True,Fulham,,-0.3
