name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Oghenekaro Peter Etebo,Watford,Aston Villa,2021-08-14,True,DMC,90,0.0,0.0,0.0,0.03,1,0.0,1.0,3.0,0,0,2,0.0,0.0,90.0
Oghenekaro Peter Etebo,Watford,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,1.0,0.0,45.0
Oghenekaro Peter Etebo,Watford,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.5,0.0,30.0
Oghenekaro Peter Etebo,Watford,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.33,0.0,22.5
Oghenekaro Peter Etebo,Watford,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,0.25,0.0,18.0
Oghenekaro Peter Etebo,Watford,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,15.0
Oghenekaro Peter Etebo,Watford,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,12.86
Oghenekaro Peter Etebo,Watford,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,11.25
Oghenekaro Peter Etebo,Watford,Brighton,2021-08-21,False,DMC,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.0,0,0,2,0.0,0.0,20.0
Oghenekaro Peter Etebo,Watford,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,18.0
Oghenekaro Peter Etebo,Watford,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,16.36
Oghenekaro Peter Etebo,Watford,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,15.0
Oghenekaro Peter Etebo,Watford,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,13.85
Oghenekaro Peter Etebo,Watford,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,12.86
Oghenekaro Peter Etebo,Watford,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,12.0
Oghenekaro Peter Etebo,Watford,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,11.25
Oghenekaro Peter Etebo,Watford,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,10.59
Oghenekaro Peter Etebo,Watford,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,10.0
Oghenekaro Peter Etebo,Watford,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,9.47
Oghenekaro Peter Etebo,Watford,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,9.0
Oghenekaro Peter Etebo,Watford,Wolverhampton,2022-03-10,False,Sub,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,0.0,0.0,9.38
Oghenekaro Peter Etebo,Watford,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,8.95
Oghenekaro Peter Etebo,Watford,Tottenham,2021-08-29,False,DMC,90,0.0,0.0,0.0,0.08,1,0.0,1.0,2.7,0,0,1,0.2,0.0,12.48
Oghenekaro Peter Etebo,Watford,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,11.96
Oghenekaro Peter Etebo,Watford,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,11.48
Oghenekaro Peter Etebo,Watford,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,11.04
Oghenekaro Peter Etebo,Watford,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.63
Oghenekaro Peter Etebo,Watford,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.25
Oghenekaro Peter Etebo,Watford,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,9.9
Oghenekaro Peter Etebo,Watford,Everton,2022-05-11,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,9.6
Oghenekaro Peter Etebo,Watford,Leeds United,2022-05-15,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,0.2,0.0,9.58
Oghenekaro Peter Etebo,Watford,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,9.28
Oghenekaro Peter Etebo,Watford,Wolverhampton,2021-09-11,True,DMC,76,0.0,0.03,0.0,0.0,1,2.0,0.0,0.8,0,0,1,0.4,0.0,11.3
Oghenekaro Peter Etebo,Watford,Norwich,2021-09-18,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.6,0.01,11.21
Oghenekaro Peter Etebo,Watford,Newcastle United,2021-09-25,True,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.8,0.01,11.31
Oghenekaro Peter Etebo,Watford,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.01,11.0
Oghenekaro Peter Etebo,Watford,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.01,10.7
Oghenekaro Peter Etebo,Watford,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.6,0.01,10.42
