name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Jeffrey Schlupp,Crystal Palace,Chelsea,2021-08-14,False,ML,56,0,0.12,0,0.0,1,1,0,0.6,0,0,2,0.0,0.0,56.0
Jeffrey Schlupp,Crystal Palace,Manchester City,2021-10-30,False,Sub,17,0,0.01,0,0.0,1,1,0,0.6,0,0,0,1.0,0.12,36.5
Jeffrey Schlupp,Crystal Palace,Wolverhampton,2021-11-06,True,Sub,10,0,0.0,0,0.53,1,0,1,1.6,0,0,0,1.0,0.07,27.67
Jeffrey Schlupp,Crystal Palace,Burnley,2021-11-20,False,Sub,9,0,0.0,0,0.04,1,0,1,1.9,0,0,0,1.0,0.04,23.0
Jeffrey Schlupp,Crystal Palace,Leicester City,2021-11-30,False,MC,79,0,0.03,0,0.0,3,1,0,2.8,0,1,0,1.0,0.03,34.2
Jeffrey Schlupp,Crystal Palace,Manchester United,2021-12-05,False,MC,90,0,0.0,0,0.0,2,0,0,0.4,0,0,1,1.4,0.03,43.5
Jeffrey Schlupp,Crystal Palace,Everton,2021-12-12,True,Sub,17,0,0.0,0,0.04,1,0,1,1.7,0,0,0,1.6,0.01,39.71
Jeffrey Schlupp,Crystal Palace,Tottenham,2021-12-26,False,Sub,15,0,0.0,0,0.0,1,0,0,0.5,0,0,0,1.6,0.01,36.62
Jeffrey Schlupp,Crystal Palace,Brentford,2021-08-21,True,FWL,67,0,0.0,0,0.04,3,0,1,1.7,0,1,0,1.6,0.01,40.0
Jeffrey Schlupp,Crystal Palace,Norwich,2021-12-28,True,MC,90,1,0.39,0,0.12,8,6,1,15.3,0,1,0,2.0,0.01,45.0
Jeffrey Schlupp,Crystal Palace,West Ham,2022-01-01,True,MC,90,0,0.65,0,0.08,2,3,1,7.7,0,0,3,3.0,0.08,49.09
Jeffrey Schlupp,Crystal Palace,Brighton,2022-01-14,False,MC,90,0,0.0,1,0.49,5,0,2,6.3,0,0,1,3.0,0.21,52.5
Jeffrey Schlupp,Crystal Palace,Liverpool,2022-01-23,True,MC,90,0,0.07,0,0.0,1,1,0,2.1,0,0,3,3.8,0.41,55.38
Jeffrey Schlupp,Crystal Palace,Norwich,2022-02-09,False,MC,79,0,0.07,0,0.0,2,2,0,3.8,0,0,1,3.8,0.42,57.07
Jeffrey Schlupp,Crystal Palace,Brentford,2022-02-12,False,MC,90,0,0.02,0,0.0,3,1,0,1.4,0,1,0,3.6,0.44,59.27
Jeffrey Schlupp,Crystal Palace,Chelsea,2022-02-19,True,AML,90,0,0.07,0,0.0,2,2,0,3.1,0,0,1,2.6,0.36,61.19
Jeffrey Schlupp,Crystal Palace,Burnley,2022-02-26,True,FWL,83,1,0.54,0,0.05,9,1,1,8.3,2,0,1,2.6,0.25,62.47
Jeffrey Schlupp,Crystal Palace,Wolverhampton,2022-03-05,False,MC,90,0,0.06,0,0.09,6,1,1,4.2,0,1,0,3.4,0.15,64.0
Jeffrey Schlupp,Crystal Palace,Manchester City,2022-03-14,True,DMC,90,0,0.0,0,0.0,3,0,0,1.4,0,1,0,4.4,0.15,65.37
Jeffrey Schlupp,Crystal Palace,West Ham,2021-08-28,False,Sub,2,0,0.0,0,0.0,1,0,0,0.1,0,0,0,4.6,0.14,62.2
Jeffrey Schlupp,Crystal Palace,Arsenal,2022-04-04,True,MC,90,0,0.0,0,0.0,3,0,0,0.7,0,1,0,4.2,0.13,63.52
Jeffrey Schlupp,Crystal Palace,Leeds United,2022-04-10,False,DMC,90,0,0.09,0,0.18,2,1,2,8.1,0,0,2,4.4,0.12,64.73
Jeffrey Schlupp,Crystal Palace,Newcastle United,2022-04-20,False,DMC,90,0,0.0,0,0.0,2,0,0,2.2,0,0,1,3.0,0.03,65.83
Jeffrey Schlupp,Crystal Palace,Leicester City,2022-04-25,True,Sub,11,0,0.0,0,0.11,1,0,2,3.3,0,0,0,2.2,0.02,63.54
Jeffrey Schlupp,Crystal Palace,Southampton,2022-04-30,False,MC,73,0,0.1,0,0.18,2,1,3,8.6,0,0,1,1.8,0.02,63.92
Jeffrey Schlupp,Crystal Palace,Watford,2022-05-07,True,Sub,27,0,0.06,0,0.0,1,1,0,1.8,0,0,0,2.0,0.04,62.5
Jeffrey Schlupp,Crystal Palace,Aston Villa,2022-05-15,False,Sub,12,1,0.9,0,0.0,6,1,0,7.3,0,0,0,1.6,0.05,60.63
Jeffrey Schlupp,Crystal Palace,Everton,2022-05-19,False,MC,73,0,0.1,0,0.0,2,2,0,4.2,0,0,1,2.4,0.21,61.07
Jeffrey Schlupp,Crystal Palace,Manchester United,2022-05-22,True,DMC,90,0,0.13,0,0.08,3,2,1,0.0,0,1,0,2.4,0.23,62.07
Jeffrey Schlupp,Crystal Palace,Brighton,2021-09-27,True,Sub,4,0,0.0,0,0.0,1,0,0,0.0,0,0,1,2.8,0.26,60.13
Jeffrey Schlupp,Crystal Palace,Leeds United,2021-10-03,True,Sub,19,1,0.19,0,0.0,6,4,0,7.8,0,0,0,2.6,0.24,58.81
Jeffrey Schlupp,Crystal Palace,Newcastle United,2021-10-23,True,Sub,17,0,0.02,0,0.0,1,1,0,0.9,0,0,0,3.6,0.26,57.5
