name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
James Maddison,Leicester,Wolverhampton,2021-08-14,True,AMC,61,0,0.0,0,0.0805876031517982,3,0,1,2.1,0,1,0
James Maddison,Leicester,Arsenal,2021-10-30,True,AMC,69,0,0.1475035101175308,0,0.3290611803531647,2,2,1,4.2,0,0,2
James Maddison,Leicester,Leicester City,2021-11-07,False,Sub,10,0,0.0,0,0.0,1,0,0,0.6,0,0,0
James Maddison,Leicester,Chelsea,2021-11-20,True,Sub,45,0,0.0234829187393188,0,0.4661714434623718,1,2,1,4.6,0,0,1
James Maddison,Leicester,Watford,2021-11-28,True,AMC,87,1,0.463774174451828,2,0.5236001014709473,16,4,5,19.4,3,0,2
James Maddison,Leicester,Southampton,2021-12-01,False,AMC,90,1,0.1822444200515747,0,0.1011141985654831,10,4,2,11.1,3,0,2
James Maddison,Leicester,Aston Villa,2021-12-05,False,AMC,90,0,0.2601187527179718,0,0.0,1,4,0,5.4,0,0,2
James Maddison,Leicester,Newcastle United,2021-12-12,True,AMR,87,1,0.2017401307821273,1,0.4620206952095032,16,2,1,10.0,2,1,0
James Maddison,Leicester,Manchester City,2021-12-26,False,AMC,90,1,0.4838320016860962,0,0.3210280537605285,10,6,3,13.2,1,0,6
James Maddison,Leicester,West Ham,2021-08-23,False,AMC,80,0,0.0201874338090419,0,0.0775702893733978,2,1,1,3.1,0,0,3
James Maddison,Leicester,Liverpool,2021-12-28,True,AMC,67,0,0.320442646741867,0,0.0218187775462865,3,1,1,1.9,0,1,0
James Maddison,Leicester,Tottenham,2022-01-19,True,MC,90,1,0.5246944427490234,0,0.0243432819843292,8,3,1,12.5,1,0,3
James Maddison,Leicester,Brighton,2022-01-23,True,AMC,90,0,0.3059839010238647,0,0.0193825718015432,2,4,1,7.9,0,0,1
James Maddison,Leicester,Liverpool,2022-02-10,False,AMC,90,0,0.3914248347282409,0,0.099929392337799,2,3,1,5.2,0,0,2
James Maddison,Leicester,West Ham,2022-02-13,True,FWR,72,0,0.0661389157176017,0,0.0224490687251091,5,1,1,2.2,0,0,1
James Maddison,Leicester,Wolverhampton,2022-02-20,False,Sub,16,0,0.1363301277160644,0,0.0,1,3,0,1.1,0,0,0
James Maddison,Leicester,Burnley,2022-03-01,False,Sub,18,1,0.0266934540122747,0,0.0,6,1,0,4.3,0,0,0
James Maddison,Leicester,Arsenal,2022-03-13,False,AMC,90,0,0.0,0,0.1295899748802185,2,0,2,4.3,0,0,2
James Maddison,Leicester,Norwich,2021-08-28,False,FW,85,0,0.2065040618181228,0,0.0,2,2,0,1.8,0,0,1
James Maddison,Leicester,Brentford,2022-03-20,True,AMR,90,1,0.1331295073032379,0,0.5836294889450073,10,3,4,11.8,3,0,1
James Maddison,Leicester,Manchester United,2022-04-02,False,AMR,90,0,0.0,1,0.4874274134635925,6,0,4,9.7,1,0,1
James Maddison,Leicester,Crystal Palace,2022-04-10,True,FWR,88,0,0.3333718478679657,1,0.1798379123210907,6,3,3,9.1,1,0,1
James Maddison,Leicester,Newcastle United,2022-04-17,False,Sub,30,0,0.0,0,0.0,1,0,0,0.4,0,0,1
James Maddison,Leicester,Everton,2022-04-20,False,AMR,90,0,0.3961252570152282,0,0.1743574738502502,2,5,2,12.5,0,0,1
James Maddison,Leicester,Aston Villa,2022-04-23,True,MR,90,0,0.1005520597100257,0,0.0284416545182466,2,2,1,4.0,0,1,0
James Maddison,Leicester,Norwich,2022-05-11,True,AMC,90,1,0.2003824859857559,0,0.1406637728214264,8,4,2,14.5,0,1,0
James Maddison,Leicester,Watford,2022-05-15,False,MR,90,1,0.4714179635047912,2,0.3756661713123321,15,2,3,14.0,2,0,1
James Maddison,Leicester,Chelsea,2022-05-19,False,MC,90,1,0.0284109506756067,0,0.013386221602559,10,1,1,7.9,3,0,1
James Maddison,Leicester,Southampton,2022-05-22,True,AMR,81,1,0.3207927644252777,1,0.8539884090423584,13,1,3,0.0,3,0,1
James Maddison,Leicester,Manchester City,2021-09-11,True,FW,73,0,0.0,0,0.0937630459666252,2,0,1,2.2,0,0,1
James Maddison,Leicester,Brighton,2021-09-19,False,FWR,45,0,0.0192330982536077,0,0.0,1,1,0,1.2,0,0,1
James Maddison,Leicester,Burnley,2021-09-25,True,Sub,12,0,0.0,0,0.0203863810747861,1,0,1,1.9,0,0,0
James Maddison,Leicester,Crystal Palace,2021-10-03,False,Sub,19,0,0.0502584464848041,0,0.0,1,1,0,2.2,0,0,1
James Maddison,Leicester,Manchester United,2021-10-16,True,AMC,72,0,0.0985026881098747,0,0.0,2,3,0,4.5,0,0,1
James Maddison,Leicester,Brentford,2021-10-24,False,AMC,77,1,0.5834385752677917,0,0.0439927540719509,8,3,1,7.5,1,0,1
