name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Lukas Rupp,Norwich,Liverpool,2021-08-14,True,MC,90,0,0.09,0,0.0,2,4,0,2.8,0,0,3,0.0,0.0,90.0
Lukas Rupp,Norwich,Southampton,2021-11-20,True,Sub,4,0,0.0,0,0.0,1,0,0,0.5,0,0,0,2.0,0.09,47.0
Lukas Rupp,Norwich,Wolverhampton,2021-11-27,True,Sub,55,0,0.15,0,0.83,1,3,3,8.7,0,0,0,1.5,0.05,49.67
Lukas Rupp,Norwich,Newcastle United,2021-11-30,False,DMC,90,0,0.06,0,0.11,2,1,2,5.9,0,0,1,1.33,0.08,59.75
Lukas Rupp,Norwich,Manchester United,2021-12-11,True,MC,75,0,0.08,0,0.2,2,1,2,5.8,0,0,1,1.5,0.08,62.8
Lukas Rupp,Norwich,Manchester City,2021-08-21,False,MC,45,0,0.0,0,0.0,1,0,0,0.6,0,0,2,1.6,0.08,59.83
Lukas Rupp,Norwich,Southampton,2022-02-25,False,Sub,18,0,0.0,0,0.0,1,0,0,0.3,0,0,1,1.4,0.06,53.86
Lukas Rupp,Norwich,Chelsea,2022-03-10,True,Sub,45,0,0.0,0,0.0,1,0,0,0.6,0,0,1,1.4,0.06,52.75
Lukas Rupp,Norwich,Leicester City,2022-03-13,False,MC,45,0,0.04,0,0.0,1,1,0,0.2,0,0,1,1.4,0.03,51.89
Lukas Rupp,Norwich,Leeds United,2021-08-28,True,Sub,17,0,0.03,0,0.09,1,1,1,2.9,0,0,1,1.2,0.02,48.4
Lukas Rupp,Norwich,Burnley,2022-04-10,True,Sub,21,0,0.0,0,0.0,1,0,0,0.3,0,0,0,1.0,0.01,45.91
Lukas Rupp,Norwich,Aston Villa,2022-04-30,False,Sub,9,0,0.0,0,0.0,1,0,0,0.2,0,0,1,1.0,0.01,42.83
Lukas Rupp,Norwich,West Ham,2022-05-08,True,Sub,45,0,0.0,0,0.07,1,0,1,2.2,0,0,1,1.0,0.01,43.0
Lukas Rupp,Norwich,Leeds United,2022-05-11,False,MC,57,0,0.0,0,0.0,1,0,0,1.1,0,0,1,1.0,0.01,44.0
Lukas Rupp,Norwich,Wolverhampton,2022-05-15,False,Sub,28,0,0.0,0,0.0,1,0,0,0.1,0,0,0,1.0,0.01,42.93
Lukas Rupp,Norwich,Tottenham,2022-05-22,True,Sub,19,0,0.0,0,0.0,1,0,0,0.0,0,0,1,1.0,0.0,41.44
Lukas Rupp,Norwich,Arsenal,2021-09-11,False,MC,79,0,0.01,0,0.0,2,1,0,0.9,0,0,1,1.0,0.0,43.65
Lukas Rupp,Norwich,Burnley,2021-10-02,False,Sub,10,0,0.0,0,0.0,1,0,0,0.2,0,0,0,1.2,0.0,41.78
Lukas Rupp,Norwich,Brighton,2021-10-16,True,Sub,7,0,0.0,0,0.0,1,0,0,0.0,0,0,0,1.2,0.0,39.95
