name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
João Filipe Iria Santos Moutinho,Wolves,Leeds United,False,65,2,2.3,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Everton,True,90,2,2.9,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Crystal Palace,False,90,1,4.4,0,0,2
João Filipe Iria Santos Moutinho,Wolves,West Ham,True,90,3,5.6,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Norwich,False,90,3,4.0,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Burnley,True,90,3,4.2,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Liverpool,True,11,1,0.2,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Manchester City,False,90,2,1.0,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Brighton,False,90,3,2.5,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Chelsea,True,90,3,2.1,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Tottenham,True,71,2,5.5,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Manchester United,False,90,11,10.4,3,1,0
João Filipe Iria Santos Moutinho,Wolves,Southampton,True,90,2,2.3,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Brentford,False,90,13,12.2,3,0,1
João Filipe Iria Santos Moutinho,Wolves,Arsenal,True,0,0,0.0,0,0,0
João Filipe Iria Santos Moutinho,Wolves,Tottenham,False,0,0,0.0,0,0,0
João Filipe Iria Santos Moutinho,Wolves,Leeds United,True,57,1,4.8,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Arsenal,False,90,2,0.6,0,0,2
João Filipe Iria Santos Moutinho,Wolves,West Ham,False,0,0,0.0,0,0,0
João Filipe Iria Santos Moutinho,Wolves,Crystal Palace,True,90,2,4.2,0,0,2
João Filipe Iria Santos Moutinho,Wolves,Watford,True,90,3,2.0,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Everton,False,90,3,4.8,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Manchester United,True,90,2,2.7,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Leicester City,True,90,2,3.3,0,0,3
João Filipe Iria Santos Moutinho,Wolves,Aston Villa,True,90,2,4.2,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Newcastle United,False,90,1,2.7,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Burnley,False,90,2,2.8,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Brighton,True,90,2,7.1,0,0,3
João Filipe Iria Santos Moutinho,Wolves,Chelsea,False,90,1,0.4,0,0,2
João Filipe Iria Santos Moutinho,Wolves,Manchester City,True,84,2,0.5,0,0,5
João Filipe Iria Santos Moutinho,Wolves,Norwich,True,90,3,8.1,1,0,1
João Filipe Iria Santos Moutinho,Wolves,Liverpool,False,90,2,0.0,0,0,3
João Filipe Iria Santos Moutinho,Wolves,Watford,False,90,4,7.4,1,1,0
João Filipe Iria Santos Moutinho,Wolves,Brentford,True,90,2,2.1,0,0,2
João Filipe Iria Santos Moutinho,Wolves,Southampton,False,90,3,3.6,0,1,0
João Filipe Iria Santos Moutinho,Wolves,Newcastle United,True,90,2,3.9,0,0,1
João Filipe Iria Santos Moutinho,Wolves,Aston Villa,False,73,2,4.5,0,0,2
João Filipe Iria Santos Moutinho,Wolves,Leicester City,False,89,2,0.8,0,1,0
