name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Stuart Armstrong,Southampton,Watford,2021-10-30,False,Sub,20,0,0.0,0,0.0,1,0,0,0.1,0,0,0,0.0,0.0,20.0
Stuart Armstrong,Southampton,Aston Villa,2021-11-05,True,MR,55,0,0.5,0,0.16,1,1,2,4.2,0,0,0,1.0,0.0,37.5
Stuart Armstrong,Southampton,West Ham,2021-12-26,False,Sub,1,0,0.03,0,0.0,1,1,0,1.5,0,0,0,1.0,0.25,25.33
Stuart Armstrong,Southampton,Tottenham,2021-12-28,True,MC,90,0,0.08,0,0.02,2,2,1,3.4,0,0,1,1.0,0.18,41.5
Stuart Armstrong,Southampton,Brentford,2022-01-11,True,Sub,20,0,0.0,0,0.0,1,0,0,0.3,0,0,0,1.25,0.15,37.2
Stuart Armstrong,Southampton,Wolverhampton,2022-01-15,False,Sub,19,0,0.08,0,0.0,1,1,0,2.4,0,0,1,1.2,0.12,34.17
Stuart Armstrong,Southampton,Manchester City,2022-01-22,True,ML,81,0,0.0,0,0.1,1,0,1,2.6,0,0,1,1.2,0.14,40.86
Stuart Armstrong,Southampton,Tottenham,2022-02-09,False,MR,90,0,0.1,0,0.13,2,4,2,6.8,0,0,2,1.2,0.04,47.0
Stuart Armstrong,Southampton,Manchester United,2022-02-12,False,MR,90,0,0.24,0,0.04,2,4,1,4.4,0,0,1,1.4,0.05,51.78
Stuart Armstrong,Southampton,Everton,2022-02-19,True,MR,90,1,0.1,0,0.02,10,2,1,7.7,2,1,0,1.4,0.08,55.6
Stuart Armstrong,Southampton,Norwich,2022-02-25,True,MR,90,0,0.34,0,0.42,3,7,4,11.9,0,1,0,3.2,0.1,58.73
Stuart Armstrong,Southampton,Aston Villa,2022-03-05,False,MR,90,0,0.17,0,0.0,2,4,0,3.3,0,0,4,3.6,0.16,61.33
Stuart Armstrong,Southampton,Newcastle United,2022-03-10,True,MR,90,1,0.71,0,0.06,8,3,1,14.6,1,0,2,3.8,0.19,63.54
Stuart Armstrong,Southampton,Watford,2022-03-13,True,MR,90,0,0.02,0,0.06,2,1,1,3.3,0,0,2,5.0,0.31,65.43
Stuart Armstrong,Southampton,Leicester City,2022-04-02,False,Sub,26,0,0.0,0,0.03,1,0,1,2.3,0,0,0,5.0,0.27,62.8
Stuart Armstrong,Southampton,Chelsea,2022-04-09,True,MR,90,0,0.03,0,0.07,2,1,1,4.1,0,0,6,3.2,0.25,64.5
Stuart Armstrong,Southampton,Arsenal,2022-04-16,True,FWR,81,0,0.06,0,0.05,3,1,1,4.4,0,1,0,3.0,0.19,65.47
Stuart Armstrong,Southampton,Burnley,2022-04-21,False,MC,65,0,0.08,0,0.0,2,1,0,3.1,0,0,2,3.2,0.16,65.44
Stuart Armstrong,Southampton,Brighton,2022-04-24,False,Sub,24,0,0.02,0,0.13,1,1,1,2.6,0,0,0,2.0,0.04,63.26
Stuart Armstrong,Southampton,Crystal Palace,2022-04-30,True,Sub,25,0,0.16,0,0.0,1,2,0,0.9,0,0,1,1.8,0.04,61.35
Stuart Armstrong,Southampton,Brentford,2022-05-07,False,MR,82,0,0.03,0,0.25,2,2,3,9.1,0,0,3,1.8,0.07,62.33
Stuart Armstrong,Southampton,Liverpool,2022-05-17,True,Sub,19,0,0.0,0,0.0,1,0,0,0.0,0,0,0,1.8,0.07,60.36
Stuart Armstrong,Southampton,Leeds United,2022-05-22,False,FWR,90,0,0.0,0,0.02,5,0,1,0.0,0,0,4,1.4,0.06,61.65
Stuart Armstrong,Southampton,Leicester City,2021-10-16,True,Sub,31,0,0.0,0,0.02,1,0,1,2.1,0,0,0,2.0,0.04,60.38
Stuart Armstrong,Southampton,Burnley,2021-10-23,True,Sub,16,0,0.0,0,0.06,1,0,2,3.1,0,0,0,2.0,0.04,58.6
