name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Kamil Conteh,Watford,West Ham,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Tottenham,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Newcastle United,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Norwich,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Burnley,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,West Ham,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Brighton,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Aston Villa,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Crystal Palace,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Manchester United,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Arsenal,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Wolverhampton,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Southampton,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Liverpool,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Leicester City,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Brentford,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Manchester City,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Burnley,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Crystal Palace,False,0,0,0.0,0,0,0
Kamil Conteh,Watford,Everton,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Leeds United,True,0,0,0.0,0,0,0
Kamil Conteh,Watford,Chelsea,False,0,0,0.0,0,0,0
