name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Mason Greenwood,Man Utd,Leicester City,2021-08-14,True,FW,90,1.0,0.12,0.0,0.23,8,3.0,1.0,9.2,1,0,1,0.0,0.0,90.0
Mason Greenwood,Man Utd,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,8.0,0.12,45.0
Mason Greenwood,Man Utd,Manchester City,2021-11-06,True,FW,66,0.0,0.54,0.0,0.0,2,2.0,0.0,0.7,0,0,2,4.0,0.06,52.0
Mason Greenwood,Man Utd,Watford,,False,,0,,,,,0,,,0.0,0,0,0,3.33,0.22,39.0
Mason Greenwood,Man Utd,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,2.5,0.17,31.2
Mason Greenwood,Man Utd,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,2.0,0.13,26.0
Mason Greenwood,Man Utd,Crystal Palace,2021-12-05,True,Sub,28,0.0,0.06,1.0,0.03,4,1.0,1.0,3.3,0,0,0,0.4,0.11,26.29
Mason Greenwood,Man Utd,Norwich,2021-12-11,False,Sub,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,1.2,0.32,25.88
Mason Greenwood,Man Utd,Newcastle United,2021-12-27,False,FW,45,0.0,0.34,0.0,0.0,1,2.0,0.0,3.0,0,0,1,1.0,0.21,28.0
Mason Greenwood,Man Utd,Southampton,2021-08-22,False,AMR,90,1.0,0.23,0.0,0.08,10,5.0,1.0,7.9,3,0,1,1.2,0.28,34.2
Mason Greenwood,Man Utd,Burnley,2021-12-30,True,AMC,80,0.0,0.22,0.0,0.16,2,4.0,2.0,10.0,0,0,1,3.2,0.33,38.36
Mason Greenwood,Man Utd,Wolverhampton,2022-01-03,True,AMC,59,0.0,0.01,0.0,0.07,1,1.0,1.0,2.8,0,0,0,3.6,0.37,40.08
Mason Greenwood,Man Utd,Aston Villa,2022-01-15,False,AMR,88,0.0,0.66,0.0,0.0,2,5.0,0.0,5.6,0,0,2,3.0,0.16,43.77
Mason Greenwood,Man Utd,Brentford,2022-01-19,False,AMR,70,1.0,0.66,0.0,0.06,11,2.0,1.0,8.5,3,1,0,3.2,0.29,45.64
Mason Greenwood,Man Utd,West Ham,2022-01-22,True,AMR,81,0.0,0.12,0.0,0.0,3,2.0,0.0,5.1,0,1,0,5.2,0.35,48.0
Mason Greenwood,Man Utd,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,3.8,0.33,45.0
Mason Greenwood,Man Utd,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,3.4,0.29,42.35
Mason Greenwood,Man Utd,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,3.2,0.29,40.0
Mason Greenwood,Man Utd,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,2.8,0.15,37.89
Mason Greenwood,Man Utd,Watford,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.02,36.0
Mason Greenwood,Man Utd,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,34.29
Mason Greenwood,Man Utd,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,32.73
Mason Greenwood,Man Utd,Wolverhampton,2021-08-29,False,FW,89,1.0,0.68,0.0,0.14,8,3.0,2.0,9.5,0,1,0,0.0,0.0,35.17
Mason Greenwood,Man Utd,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,1.6,0.14,33.71
Mason Greenwood,Man Utd,Everton,,False,,0,,,,,0,,,0.0,0,0,0,1.6,0.14,32.36
Mason Greenwood,Man Utd,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,1.6,0.14,31.12
Mason Greenwood,Man Utd,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,1.6,0.14,29.96
Mason Greenwood,Man Utd,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,1.6,0.14,28.89
Mason Greenwood,Man Utd,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,27.9
Mason Greenwood,Man Utd,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,26.97
Mason Greenwood,Man Utd,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,26.1
Mason Greenwood,Man Utd,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,25.28
Mason Greenwood,Man Utd,Newcastle United,2021-09-11,True,AMR,84,0.0,0.04,0.0,0.05,5,2.0,2.0,7.7,0,0,1,0.0,0.0,27.06
Mason Greenwood,Man Utd,West Ham,2021-09-19,False,AMR,72,0.0,0.0,0.0,0.05,2,0.0,1.0,3.0,0,0,1,1.0,0.01,28.38
Mason Greenwood,Man Utd,Aston Villa,2021-09-25,True,AMR,90,0.0,0.46,0.0,0.1,2,8.0,3.0,16.2,0,0,1,1.4,0.01,30.14
Mason Greenwood,Man Utd,Everton,2021-10-02,True,AMR,90,0.0,0.05,0.0,0.0,1,2.0,0.0,3.8,0,0,1,1.8,0.1,31.81
Mason Greenwood,Man Utd,Leeds United,2021-10-16,False,AMR,79,1.0,0.25,0.0,0.0,7,5.0,0.0,5.9,0,0,2,2.0,0.11,33.08
Mason Greenwood,Man Utd,Liverpool,2021-10-24,True,AMR,45,0.0,0.04,0.0,0.36,1,1.0,2.0,5.0,0,0,4,3.4,0.16,33.39
