name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Jorge Luiz Frello Filho,Chelsea,Crystal Palace,True,90,3,4.3,0,1,0
Jorge Luiz Frello Filho,Chelsea,Newcastle United,False,90,10,6.7,2,1,0
Jorge Luiz Frello Filho,Chelsea,Burnley,True,90,2,6.2,0,0,1
Jorge Luiz Frello Filho,Chelsea,Leeds United,False,76,3,4.5,0,1,0
Jorge Luiz Frello Filho,Chelsea,Manchester United,True,90,8,7.6,2,0,1
Jorge Luiz Frello Filho,Chelsea,Watford,False,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,West Ham,False,90,1,4.1,0,0,3
Jorge Luiz Frello Filho,Chelsea,Leicester City,True,90,15,12.3,3,0,2
Jorge Luiz Frello Filho,Chelsea,Everton,True,90,1,7.4,0,0,1
Jorge Luiz Frello Filho,Chelsea,Wolverhampton,False,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Aston Villa,False,90,15,12.3,3,0,1
Jorge Luiz Frello Filho,Chelsea,Arsenal,False,90,3,2.9,0,1,0
Jorge Luiz Frello Filho,Chelsea,Brighton,True,90,2,2.2,0,0,1
Jorge Luiz Frello Filho,Chelsea,Liverpool,True,20,1,0.1,0,0,0
Jorge Luiz Frello Filho,Chelsea,Manchester City,False,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Brighton,False,79,2,1.4,0,0,1
Jorge Luiz Frello Filho,Chelsea,Tottenham,True,72,2,2.7,0,1,0
Jorge Luiz Frello Filho,Chelsea,Crystal Palace,False,73,3,1.4,0,1,0
Jorge Luiz Frello Filho,Chelsea,Burnley,False,90,3,5.0,0,1,0
Jorge Luiz Frello Filho,Chelsea,Norwich,False,90,2,1.2,0,0,1
Jorge Luiz Frello Filho,Chelsea,Newcastle United,True,90,7,4.6,1,1,0
Jorge Luiz Frello Filho,Chelsea,Liverpool,False,86,2,1.5,0,0,1
Jorge Luiz Frello Filho,Chelsea,Brentford,True,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Southampton,False,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Arsenal,True,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,West Ham,True,90,1,6.8,0,1,0
Jorge Luiz Frello Filho,Chelsea,Manchester United,False,90,2,3.6,0,0,1
Jorge Luiz Frello Filho,Chelsea,Everton,False,45,1,1.7,0,0,0
Jorge Luiz Frello Filho,Chelsea,Wolverhampton,True,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Leicester City,False,90,3,4.9,0,1,0
Jorge Luiz Frello Filho,Chelsea,Leeds United,True,90,1,7.1,0,0,1
Jorge Luiz Frello Filho,Chelsea,Watford,True,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Aston Villa,True,45,1,2.9,0,0,0
Jorge Luiz Frello Filho,Chelsea,Tottenham,False,90,3,2.7,0,1,0
Jorge Luiz Frello Filho,Chelsea,Manchester City,True,75,2,1.3,0,0,1
Jorge Luiz Frello Filho,Chelsea,Southampton,True,17,1,0.2,0,0,0
Jorge Luiz Frello Filho,Chelsea,Brentford,False,0,0,0.0,0,0,0
Jorge Luiz Frello Filho,Chelsea,Norwich,True,63,6,5.5,0,1,0
