name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Jacob Murphy,Newcastle,West Ham,2021-08-15,True,DR,90,1,0.13,0,0.1,7,3,1,9.4,0,0,4,0.0,0.0,90.0
Jacob Murphy,Newcastle,Brighton,2021-11-06,False,DR,90,0,0.05,0,0.0,1,2,0,1.8,0,0,1,7.0,0.13,90.0
Jacob Murphy,Newcastle,Brentford,2021-11-20,True,DMR,90,0,0.04,0,0.05,2,1,2,5.5,0,0,3,4.0,0.09,90.0
Jacob Murphy,Newcastle,Arsenal,2021-11-27,False,Sub,23,0,0.0,0,0.01,1,0,1,2.2,0,0,0,3.33,0.07,73.25
Jacob Murphy,Newcastle,Burnley,2021-12-04,True,Sub,1,0,0.08,0,0.0,1,1,0,0.2,0,0,0,2.75,0.06,58.8
Jacob Murphy,Newcastle,Leeds United,2021-12-12,False,Sub,28,0,0.0,0,0.15,1,0,2,4.3,0,0,2,2.4,0.06,53.67
Jacob Murphy,Newcastle,Liverpool,2021-12-16,False,MR,90,0,0.02,0,0.0,2,1,0,1.8,0,0,3,1.2,0.03,58.86
Jacob Murphy,Newcastle,Manchester City,2021-12-19,True,DR,90,0,0.01,0,0.0,2,1,0,1.5,0,0,4,1.4,0.03,62.75
Jacob Murphy,Newcastle,Manchester United,2021-12-27,True,Sub,45,0,0.06,0,0.02,1,2,1,2.5,0,0,1,1.4,0.02,60.78
Jacob Murphy,Newcastle,Aston Villa,2021-08-21,False,DR,90,0,0.0,0,0.0,1,0,0,0.9,0,0,2,1.4,0.03,63.7
Jacob Murphy,Newcastle,Watford,2022-01-15,True,Sub,16,0,0.0,0,0.0,1,0,0,0.1,0,0,1,1.4,0.02,59.36
Jacob Murphy,Newcastle,Everton,2022-02-08,True,Sub,8,0,0.11,0,0.0,1,1,0,0.1,0,0,0,1.4,0.02,55.08
Jacob Murphy,Newcastle,West Ham,2022-02-19,False,FWL,90,0,0.24,0,0.1,2,3,2,8.7,0,0,1,1.2,0.04,57.77
Jacob Murphy,Newcastle,Brentford,2022-02-26,False,FWR,63,0,0.08,0,0.13,3,1,1,3.4,0,1,0,1.2,0.08,58.14
Jacob Murphy,Newcastle,Brighton,2022-03-05,True,FWR,63,0,0.6,0,0.07,5,2,1,4.5,0,0,1,1.6,0.09,58.47
Jacob Murphy,Newcastle,Southampton,2022-03-10,False,FWR,90,0,0.06,0,0.05,1,1,1,4.9,0,0,1,2.4,0.21,60.44
Jacob Murphy,Newcastle,Chelsea,2022-03-13,False,ML,90,0,0.05,0,0.0,1,1,0,0.8,0,0,1,2.4,0.22,62.18
Jacob Murphy,Newcastle,Everton,2022-03-17,False,Sub,5,0,0.0,0,0.1,1,0,2,3.9,0,0,1,2.4,0.2,59.0
Jacob Murphy,Newcastle,Southampton,2021-08-28,True,DMR,90,0,0.1,1,0.51,5,2,1,6.8,0,0,2,2.2,0.16,60.63
Jacob Murphy,Newcastle,Tottenham,2022-04-03,False,Sub,31,0,0.0,0,0.04,1,0,1,1.5,0,0,2,2.6,0.36,59.15
Jacob Murphy,Newcastle,Wolverhampton,2022-04-08,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,1.8,0.24,56.38
Jacob Murphy,Newcastle,Leeds United,2022-04-17,True,Sub,20,0,0.0,0,0.0,1,0,0,0.1,0,0,0,1.8,0.23,54.73
Jacob Murphy,Newcastle,Crystal Palace,2022-04-20,True,Sub,14,0,0.0,0,0.0,1,0,0,0.6,0,0,0,1.8,0.22,52.96
Jacob Murphy,Newcastle,Norwich,2022-04-23,False,FWR,73,0,0.39,1,0.78,6,2,3,7.7,0,1,0,1.8,0.22,53.79
Jacob Murphy,Newcastle,Liverpool,2022-04-30,True,Sub,5,0,0.0,0,0.0,1,0,0,0.2,0,0,0,2.0,0.28,51.84
Jacob Murphy,Newcastle,Manchester City,2022-05-08,False,Sub,10,0,0.0,0,0.29,1,0,1,1.8,0,0,2,2.0,0.28,50.23
Jacob Murphy,Newcastle,Arsenal,2022-05-16,True,Sub,14,0,0.09,0,0.0,1,1,0,2.4,0,0,0,2.0,0.28,48.89
Jacob Murphy,Newcastle,Burnley,2022-05-22,False,Sub,79,0,0.0,0,0.0,2,0,0,0.0,0,0,1,2.0,0.3,49.96
Jacob Murphy,Newcastle,Manchester United,2021-09-11,False,Sub,13,0,0.0,0,0.0,1,0,0,0.2,0,0,2,2.2,0.3,48.69
Jacob Murphy,Newcastle,Leicester City,2021-09-17,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0,1.2,0.02,47.1
Jacob Murphy,Newcastle,Watford,2021-09-25,False,Sub,11,0,0.45,0,0.0,1,1,0,1.5,0,0,0,1.2,0.02,45.94
Jacob Murphy,Newcastle,Wolverhampton,2021-10-02,False,Sub,20,0,0.0,0,0.0,1,0,0,0.7,0,0,0,1.2,0.11,45.12
Jacob Murphy,Newcastle,Tottenham,2021-10-17,True,Sub,13,0,0.02,0,0.0,4,1,0,1.4,0,0,0,1.2,0.09,44.15
