name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Omari Hutchinson,Arsenal,Burnley,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Brentford,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Watford,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Leeds United,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Liverpool,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Aston Villa,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Brighton,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Southampton,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Chelsea,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Manchester United,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,West Ham,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Leicester City,True,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Tottenham,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Newcastle United,False,0,0,0.0,0,0,0
Omari Hutchinson,Arsenal,Everton,True,0,0,0.0,0,0,0
