name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Tomas Soucek,West Ham,Newcastle United,2021-08-15,False,DMC,90,1,0.7969939708709717,0,0.0,8,4,0,15.0,1,0,2
Tomas Soucek,West Ham,Aston Villa,2021-10-31,False,DMC,90,0,0.1175937205553054,0,0.0,2,3,0,5.5,0,0,1
Tomas Soucek,West Ham,Liverpool,2021-11-07,True,DMC,90,0,0.0,0,0.0,1,0,0,1.4,0,0,2
Tomas Soucek,West Ham,Wolverhampton,2021-11-20,False,DMC,90,0,0.038993302732706,0,0.0,2,1,0,3.2,0,0,1
Tomas Soucek,West Ham,Manchester City,2021-11-28,False,DMC,90,0,0.0150090679526329,0,0.0,2,1,0,1.2,0,0,2
Tomas Soucek,West Ham,Brighton,2021-12-01,True,DMC,90,1,0.6284024715423584,0,0.068011924624443,9,1,1,8.9,2,0,1
Tomas Soucek,West Ham,Chelsea,2021-12-04,True,MC,90,0,0.0445486828684806,0,0.1194457858800888,2,1,1,4.0,0,0,2
Tomas Soucek,West Ham,Burnley,2021-12-12,False,DMC,90,0,0.2237370163202285,0,0.0206265188753604,3,3,1,6.5,0,1,0
Tomas Soucek,West Ham,Arsenal,2021-12-15,False,DMC,90,0,0.0,0,0.0,2,0,0,3.9,0,0,2
Tomas Soucek,West Ham,Southampton,2021-12-26,True,DMC,90,0,0.0765085667371749,0,0.1254919320344925,2,1,1,7.2,0,0,3
Tomas Soucek,West Ham,Leeds United,2021-08-23,True,DMC,90,0,0.2481799125671386,0,0.0,2,3,0,4.0,0,0,1
Tomas Soucek,West Ham,Watford,2021-12-28,False,DMC,90,1,0.2917914688587188,0,0.3650955259799957,9,2,1,8.4,2,0,1
Tomas Soucek,West Ham,Crystal Palace,2022-01-01,False,DMC,90,0,0.0,0,0.0994200333952903,2,0,1,3.7,0,0,2
Tomas Soucek,West Ham,Manchester United,2022-01-22,False,DMC,90,0,0.0214076563715934,0,0.0543712638318538,2,1,1,3.2,0,0,1
Tomas Soucek,West Ham,Watford,2022-02-08,True,DMC,90,0,0.2270467728376388,0,0.1374883502721786,3,3,2,11.1,0,1,0
Tomas Soucek,West Ham,Leeds United,2022-02-13,False,DMC,90,0,0.0,0,0.0,2,0,0,1.2,0,0,2
Tomas Soucek,West Ham,Newcastle United,2022-02-19,True,DMC,90,0,0.0580462589859962,0,0.0958693176507949,2,1,1,5.1,0,0,1
Tomas Soucek,West Ham,Wolverhampton,2022-02-27,True,DMC,90,1,0.7526870369911194,0,0.1834964156150818,11,2,2,10.7,3,1,0
Tomas Soucek,West Ham,Liverpool,2022-03-05,False,MC,90,0,0.1019484028220176,0,0.4026997089385986,2,2,1,4.9,0,0,1
Tomas Soucek,West Ham,Aston Villa,2022-03-13,True,MC,90,0,0.0464773401618003,0,0.0689676254987716,2,1,1,4.0,0,0,1
Tomas Soucek,West Ham,Crystal Palace,2021-08-28,True,DMC,90,0,0.0551739819347858,0,0.0,2,2,0,4.5,0,0,2
Tomas Soucek,West Ham,Tottenham,2022-03-20,False,MC,90,0,0.0,0,0.0,2,0,0,0.6,0,0,3
Tomas Soucek,West Ham,Everton,2022-04-03,True,DMC,90,0,0.0,0,0.0,2,0,0,1.6,0,0,1
Tomas Soucek,West Ham,Brentford,2022-04-10,False,DMC,90,0,0.047315627336502,0,0.0,2,1,0,3.4,0,0,2
Tomas Soucek,West Ham,Burnley,2022-04-17,True,DMC,90,1,0.7268556356430054,0,0.0197627246379852,10,2,1,10.1,3,0,1
Tomas Soucek,West Ham,Chelsea,2022-04-24,False,MC,90,0,0.081194132566452,0,0.0,2,1,0,3.9,0,0,1
Tomas Soucek,West Ham,Arsenal,2022-05-01,True,Sub,13,0,0.0,0,0.0,1,0,0,0.3,0,0,0
Tomas Soucek,West Ham,Manchester City,2022-05-15,True,DMC,90,0,0.0,0,0.0742273703217506,2,0,1,4.0,0,0,2
Tomas Soucek,West Ham,Brighton,2022-05-22,False,DMC,90,0,0.0513745881617069,0,0.0,1,1,0,0.0,0,0,3
Tomas Soucek,West Ham,Southampton,2021-09-11,False,DMC,90,0,0.1322656124830246,0,0.0,3,2,0,2.9,0,1,0
Tomas Soucek,West Ham,Manchester United,2021-09-19,True,MC,90,0,0.0592971593141555,0,0.0,2,2,0,2.7,0,0,2
Tomas Soucek,West Ham,Leicester City,2021-09-25,False,DMC,90,0,0.0147335119545459,0,0.0,2,1,0,2.6,0,0,1
Tomas Soucek,West Ham,Brentford,2021-10-03,True,DMC,90,0,0.0,1,0.1495666354894638,8,0,2,5.9,3,0,2
Tomas Soucek,West Ham,Everton,2021-10-17,False,DMC,78,0,0.0,0,0.09180648624897,3,0,1,4.1,0,1,0
Tomas Soucek,West Ham,Tottenham,2021-10-24,True,DMC,90,0,0.6462779641151428,0,0.0908320173621177,2,2,2,4.6,0,1,0
