name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Shola Shoretire,Man Utd,Crystal Palace,2022-05-22,False,Sub,15,0,0,0,0,1,0,0,0.0,0,0,0
