name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Hélder Wander Sousa de Azevedo e Costa,Leeds,Manchester United,False,21,1,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Norwich,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Leeds United,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Tottenham,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Brighton,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Crystal Palace,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Brentford,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Chelsea,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Manchester City,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Arsenal,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Everton,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Burnley,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,West Ham,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Newcastle United,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Aston Villa,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Everton,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Manchester United,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Liverpool,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Tottenham,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Leeds United,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Aston Villa,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Norwich,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Burnley,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Wolverhampton,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Southampton,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Watford,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Crystal Palace,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Manchester City,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Arsenal,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Chelsea,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Brighton,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Brentford,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Liverpool,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Newcastle United,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,West Ham,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Watford,True,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Southampton,False,0,0,0.0,0,0,0
Hélder Wander Sousa de Azevedo e Costa,Leeds,Wolverhampton,True,0,0,0.0,0,0,0
