name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Romeo Lavia,Man City,Crystal Palace,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Manchester United,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Everton,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,West Ham,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Aston Villa,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Watford,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Wolverhampton,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Leicester City,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Newcastle United,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Leeds United,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Brentford,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Arsenal,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Chelsea,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Southampton,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Brentford,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Norwich,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Tottenham,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Everton,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Manchester United,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Crystal Palace,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Burnley,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Liverpool,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Brighton,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Watford,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Leicester City,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Newcastle United,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Wolverhampton,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,West Ham,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Aston Villa,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Southampton,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Chelsea,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Liverpool,False,0,0,0.0,0,0,0
Romeo Lavia,Man City,Burnley,True,0,0,0.0,0,0,0
Romeo Lavia,Man City,Brighton,False,0,0,0.0,0,0,0
