name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Mohamed Naser El Sayed Elneny,Arsenal,Brentford,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Leeds United,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Watford,True,4,1,3.1,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Liverpool,False,6,1,0.1,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Newcastle United,True,5,1,1.3,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Manchester United,False,90,5,4.7,0,0,3
Mohamed Naser El Sayed Elneny,Arsenal,Everton,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Southampton,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,West Ham,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Leicester City,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Norwich,False,15,1,0.2,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Chelsea,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Manchester City,True,6,1,0.3,0,0,1
Mohamed Naser El Sayed Elneny,Arsenal,Burnley,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Wolverhampton,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Brentford,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Wolverhampton,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Watford,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Leeds United,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Liverpool,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Manchester City,False,45,1,0.4,0,0,2
Mohamed Naser El Sayed Elneny,Arsenal,Aston Villa,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Crystal Palace,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Brighton,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Southampton,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Chelsea,False,90,2,3.8,0,0,2
Mohamed Naser El Sayed Elneny,Arsenal,Manchester United,True,90,4,5.5,0,0,1
Mohamed Naser El Sayed Elneny,Arsenal,West Ham,False,90,2,2.5,0,0,1
Mohamed Naser El Sayed Elneny,Arsenal,Leicester City,True,90,2,3.6,0,0,1
Mohamed Naser El Sayed Elneny,Arsenal,Tottenham,False,90,2,1.7,0,0,3
Mohamed Naser El Sayed Elneny,Arsenal,Newcastle United,False,90,2,4.1,0,0,2
Mohamed Naser El Sayed Elneny,Arsenal,Everton,True,90,2,0.0,0,0,1
Mohamed Naser El Sayed Elneny,Arsenal,Norwich,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Burnley,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Tottenham,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Brighton,False,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Crystal Palace,True,0,0,0.0,0,0,0
Mohamed Naser El Sayed Elneny,Arsenal,Aston Villa,True,0,0,0.0,0,0,0
