name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Callum Hudson-Odoi,Chelsea,Newcastle United,2021-10-30,False,AMC,87,0,0.0,0,0.11,3,0,3,6.4,0,1,0,0.0,0.0,87.0
Callum Hudson-Odoi,Chelsea,Burnley,2021-11-06,True,FW,84,0,0.45,0,1.49,2,3,5,12.8,0,0,1,3.0,0.0,85.5
Callum Hudson-Odoi,Chelsea,Leeds United,2021-11-20,False,AMC,90,0,0.19,0,0.08,3,2,1,5.4,0,1,0,2.5,0.23,87.0
Callum Hudson-Odoi,Chelsea,Manchester United,2021-11-28,True,AMC,77,0,0.42,0,0.21,2,2,4,11.4,0,0,1,2.67,0.22,84.5
Callum Hudson-Odoi,Chelsea,West Ham,2021-12-04,False,Sub,26,0,0.0,0,0.13,1,0,2,3.9,0,0,1,2.5,0.27,72.8
Callum Hudson-Odoi,Chelsea,Leicester City,2021-12-11,True,Sub,16,0,0.0,0,0.11,1,0,1,1.4,0,0,1,2.2,0.21,63.33
Callum Hudson-Odoi,Chelsea,Aston Villa,2021-12-26,False,AMC,90,0,0.68,1,0.12,9,3,1,8.7,1,0,1,1.8,0.21,67.14
Callum Hudson-Odoi,Chelsea,Brighton,2021-12-29,True,AMC,66,0,0.11,0,0.0,2,2,0,4.1,0,1,0,3.2,0.46,67.0
Callum Hudson-Odoi,Chelsea,Liverpool,2022-01-02,True,Sub,11,0,0.0,0,0.02,1,0,1,1.6,0,0,0,3.0,0.44,60.78
Callum Hudson-Odoi,Chelsea,Manchester City,2022-01-15,False,Sub,21,0,0.0,0,0.0,1,0,0,0.2,0,0,1,2.8,0.36,56.8
Callum Hudson-Odoi,Chelsea,Brighton,2022-01-18,False,AML,90,0,0.15,0,0.05,2,2,2,6.4,0,0,1,2.8,0.36,59.82
Callum Hudson-Odoi,Chelsea,Tottenham,2022-01-23,True,ML,86,0,0.29,1,0.09,6,1,2,5.6,0,1,0,3.0,0.39,62.0
Callum Hudson-Odoi,Chelsea,Aston Villa,2021-09-11,True,DMR,81,0,0.05,0,0.02,3,1,1,3.6,0,1,0,2.4,0.31,63.46
Callum Hudson-Odoi,Chelsea,Southampton,2021-10-02,True,AMC,64,0,0.1,0,0.07,2,1,1,3.7,0,0,1,2.6,0.3,63.5
Callum Hudson-Odoi,Chelsea,Norwich,2021-10-23,True,AMC,69,1,0.33,0,0.12,11,1,1,7.5,0,1,0,2.8,0.32,63.87
