name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Jamie Shackleton,Leeds,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Jamie Shackleton,Leeds,Norwich,2021-10-31,False,MC,70,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,1,0.0,0.0,35.0
Jamie Shackleton,Leeds,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.5,0.0,23.33
Jamie Shackleton,Leeds,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.33,0.0,17.5
Jamie Shackleton,Leeds,Brighton,2021-11-27,False,Sub,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.1,0,0,0,0.25,0.0,23.0
Jamie Shackleton,Leeds,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,19.17
Jamie Shackleton,Leeds,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,16.43
Jamie Shackleton,Leeds,Chelsea,2021-12-11,False,MC,58,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,0,2,0.0,0.0,21.62
Jamie Shackleton,Leeds,Manchester City,2021-12-14,False,DR,37,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,3,0.0,0.0,23.33
Jamie Shackleton,Leeds,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,21.0
Jamie Shackleton,Leeds,Everton,2021-08-21,True,Sub,30,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,0.2,0.0,21.82
Jamie Shackleton,Leeds,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,20.0
Jamie Shackleton,Leeds,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,18.46
Jamie Shackleton,Leeds,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,17.14
Jamie Shackleton,Leeds,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,16.0
Jamie Shackleton,Leeds,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,15.0
Jamie Shackleton,Leeds,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,14.12
Jamie Shackleton,Leeds,Liverpool,2022-02-23,False,Sub,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,3,0.0,0.0,15.83
Jamie Shackleton,Leeds,Tottenham,2022-02-26,True,Sub,11,0.0,0.06,0.0,0.0,1,1.0,0.0,0.3,0,0,1,0.2,0.0,15.58
Jamie Shackleton,Leeds,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.01,14.8
Jamie Shackleton,Leeds,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.01,14.1
Jamie Shackleton,Leeds,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.01,13.45
Jamie Shackleton,Leeds,Burnley,2021-08-29,False,Sub,25,0.0,0.09,0.0,0.0,4,2.0,0.0,4.1,0,0,0,0.4,0.01,13.96
Jamie Shackleton,Leeds,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,1.0,0.03,13.38
Jamie Shackleton,Leeds,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.02,12.84
Jamie Shackleton,Leeds,Watford,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.02,12.35
Jamie Shackleton,Leeds,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.02,11.89
Jamie Shackleton,Leeds,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.02,11.46
Jamie Shackleton,Leeds,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,11.07
Jamie Shackleton,Leeds,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,10.7
Jamie Shackleton,Leeds,Brighton,2022-05-15,True,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0.0,11.06
Jamie Shackleton,Leeds,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.72
Jamie Shackleton,Leeds,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.39
Jamie Shackleton,Leeds,Newcastle United,2021-09-17,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.2,0.0,10.12
Jamie Shackleton,Leeds,West Ham,2021-09-25,True,DR,90,0.0,0.0,0.0,0.01,2,0.0,1.0,3.0,0,0,2,0.4,0.0,12.4
Jamie Shackleton,Leeds,Watford,2021-10-02,True,DR,90,0.0,0.02,0.0,0.0,3,1.0,0.0,2.5,0,1,0,0.8,0.0,14.56
Jamie Shackleton,Leeds,Southampton,2021-10-16,False,MC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.1,0,0,1,1.2,0.0,16.59
Jamie Shackleton,Leeds,Wolverhampton,2021-10-23,True,DR,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.9,0,0,1,1.6,0.0,18.53
