name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Tim Iroegbunam,Aston Villa,Brighton,2022-02-26,False,Sub,4,0,0.0,0,0,1,0,0,0.2,0,0,0
Tim Iroegbunam,Aston Villa,Leeds United,2022-04-23,False,Sub,14,0,0.0,0,0,1,0,0,0.3,0,0,0
Tim Iroegbunam,Aston Villa,Norwich,2022-04-30,True,DMC,72,0,0.100660815834999,0,0,2,1,0,1.2,0,1,0
