name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Raphael Dias Belloli,Leeds,Manchester United,False,90,1,4.7,0,0,5
Raphael Dias Belloli,Leeds,Norwich,False,90,9,15.3,2,0,1
Raphael Dias Belloli,Leeds,Leeds United,True,90,9,11.8,3,0,1
Raphael Dias Belloli,Leeds,Tottenham,False,0,0,0.0,0,0,0
Raphael Dias Belloli,Leeds,Brighton,False,90,3,2.6,0,1,0
Raphael Dias Belloli,Leeds,Crystal Palace,True,90,8,8.7,0,1,0
Raphael Dias Belloli,Leeds,Brentford,True,90,5,9.9,1,0,2
Raphael Dias Belloli,Leeds,Chelsea,False,81,7,12.0,0,0,2
Raphael Dias Belloli,Leeds,Manchester City,False,90,2,2.2,0,0,7
Raphael Dias Belloli,Leeds,Arsenal,True,90,7,6.8,0,0,4
Raphael Dias Belloli,Leeds,Everton,True,90,7,11.2,0,0,2
Raphael Dias Belloli,Leeds,Burnley,True,90,2,9.3,0,0,1
Raphael Dias Belloli,Leeds,West Ham,False,90,6,14.4,1,0,2
Raphael Dias Belloli,Leeds,Newcastle United,True,90,2,6.9,0,0,1
Raphael Dias Belloli,Leeds,Aston Villa,False,90,2,3.7,0,0,3
Raphael Dias Belloli,Leeds,Everton,False,45,1,2.3,0,0,2
Raphael Dias Belloli,Leeds,Manchester United,True,45,5,8.7,0,0,2
Raphael Dias Belloli,Leeds,Liverpool,False,90,2,1.7,0,0,6
Raphael Dias Belloli,Leeds,Tottenham,True,90,2,10.8,0,0,4
Raphael Dias Belloli,Leeds,Leeds United,False,90,2,11.0,0,0,1
Raphael Dias Belloli,Leeds,Aston Villa,True,90,1,2.0,0,0,3
Raphael Dias Belloli,Leeds,Norwich,True,90,5,13.3,0,0,1
Raphael Dias Belloli,Leeds,Burnley,False,90,2,6.8,0,0,1
Raphael Dias Belloli,Leeds,Wolverhampton,False,0,0,0.0,0,0,0
Raphael Dias Belloli,Leeds,Southampton,True,90,5,5.6,0,0,1
Raphael Dias Belloli,Leeds,Watford,False,82,10,7.4,2,1,0
Raphael Dias Belloli,Leeds,Crystal Palace,False,90,3,3.6,0,1,0
Raphael Dias Belloli,Leeds,Manchester City,True,90,2,5.6,0,0,4
Raphael Dias Belloli,Leeds,Arsenal,False,59,0,0.3,0,0,2
Raphael Dias Belloli,Leeds,Chelsea,True,77,2,2.0,0,0,2
Raphael Dias Belloli,Leeds,Brighton,True,90,2,9.4,0,0,1
Raphael Dias Belloli,Leeds,Brentford,False,90,9,0.0,2,0,1
Raphael Dias Belloli,Leeds,Liverpool,True,90,2,5.5,0,0,3
Raphael Dias Belloli,Leeds,Newcastle United,False,66,8,14.3,1,0,1
Raphael Dias Belloli,Leeds,West Ham,True,68,8,10.5,2,0,1
Raphael Dias Belloli,Leeds,Watford,True,90,3,3.9,0,1,0
Raphael Dias Belloli,Leeds,Southampton,False,0,0,0.0,0,0,0
Raphael Dias Belloli,Leeds,Wolverhampton,True,53,1,5.9,0,0,1
