name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Armstrong Oko-Flex,West Ham,Arsenal,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Southampton,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Watford,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Crystal Palace,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Norwich,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Leicester City,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Manchester United,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Watford,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Leeds United,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Newcastle United,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Wolverhampton,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Liverpool,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Aston Villa,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Tottenham,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Everton,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Brentford,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Burnley,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Chelsea,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Arsenal,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Norwich,False,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Manchester City,True,0,0,0.0,0,0,0
Armstrong Oko-Flex,West Ham,Brighton,False,0,0,0.0,0,0,0
