name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Paul Pogba,Man Utd,Leicester City,2021-08-14,True,AML,74,0.0,0.25,4.0,0.72,16,2.0,5.0,15.0,2,0,1,0.0,0.0,74.0
Paul Pogba,Man Utd,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,16.0,4.25,37.0
Paul Pogba,Man Utd,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,8.0,2.12,24.67
Paul Pogba,Man Utd,Watford,,False,,0,,,,,0,,,0.0,0,0,0,5.33,1.42,18.5
Paul Pogba,Man Utd,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,4.0,1.06,14.8
Paul Pogba,Man Utd,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,3.2,0.85,12.33
Paul Pogba,Man Utd,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,10.57
Paul Pogba,Man Utd,Norwich,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,9.25
Paul Pogba,Man Utd,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,8.22
Paul Pogba,Man Utd,Southampton,2021-08-22,False,AML,90,0.0,0.64,1.0,0.1,4,4.0,1.0,11.1,0,0,1,0.0,0.0,16.4
Paul Pogba,Man Utd,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.33,14.91
Paul Pogba,Man Utd,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.33,13.67
Paul Pogba,Man Utd,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.33,12.62
Paul Pogba,Man Utd,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.33,11.71
Paul Pogba,Man Utd,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.33,10.93
Paul Pogba,Man Utd,Burnley,2022-02-08,False,DMC,90,1.0,0.15,0.0,0.02,9,2.0,1.0,8.5,2,0,1,0.0,0.0,15.88
Paul Pogba,Man Utd,Southampton,2022-02-12,True,DMC,90,0.0,0.18,0.0,0.06,1,2.0,1.0,5.3,0,0,1,1.8,0.03,20.24
Paul Pogba,Man Utd,Brighton,2022-02-15,True,Sub,17,0.0,0.05,1.0,0.44,4,1.0,1.0,4.2,0,0,0,2.0,0.07,20.06
Paul Pogba,Man Utd,Leicester City,2022-02-20,False,DMC,66,0.0,0.07,0.0,0.82,2,2.0,2.0,5.0,0,0,2,2.8,0.28,22.47
Paul Pogba,Man Utd,Watford,2022-02-26,True,AMC,90,0.0,0.06,0.0,0.86,3,2.0,3.0,7.5,0,1,0,3.2,0.29,25.85
Paul Pogba,Man Utd,Manchester City,2022-03-06,False,AMC,63,0.0,0.0,1.0,0.05,5,0.0,1.0,3.2,0,0,2,3.8,0.3,27.62
Paul Pogba,Man Utd,Tottenham,2022-03-12,True,AMC,90,0.0,0.04,0.0,0.0,1,1.0,0.0,0.9,0,0,2,3.0,0.47,30.45
Paul Pogba,Man Utd,Wolverhampton,2021-08-29,False,DMC,90,0.0,0.05,0.0,0.02,2,1.0,1.0,4.9,0,1,0,3.0,0.44,33.04
Paul Pogba,Man Utd,Leeds United,2022-04-02,True,AMC,74,0.0,0.04,0.0,0.0,2,1.0,0.0,3.0,0,0,1,2.6,0.24,34.75
Paul Pogba,Man Utd,Everton,2022-04-09,False,Sub,54,0.0,0.02,0.0,0.0,0,1.0,0.0,2.1,0,0,0,2.6,0.24,35.52
Paul Pogba,Man Utd,Norwich,2022-04-16,True,MC,73,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,2,2.0,0.23,36.96
Paul Pogba,Man Utd,Liverpool,2022-04-19,False,MC,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,1.4,0.03,35.93
Paul Pogba,Man Utd,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,1.4,0.02,34.64
Paul Pogba,Man Utd,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,1.0,0.01,33.45
Paul Pogba,Man Utd,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.0,32.33
Paul Pogba,Man Utd,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.6,0.0,31.29
Paul Pogba,Man Utd,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,30.31
Paul Pogba,Man Utd,Newcastle United,2021-09-11,True,DMC,90,0.0,0.0,2.0,0.42,9,0.0,3.0,9.4,2,0,1,0.0,0.0,32.12
Paul Pogba,Man Utd,West Ham,2021-09-19,False,AML,72,0.0,0.05,0.0,0.12,2,2.0,2.0,5.4,0,0,1,1.8,0.4,33.29
Paul Pogba,Man Utd,Aston Villa,2021-09-25,True,AML,90,0.0,0.35,0.0,0.1,2,7.0,1.0,7.8,0,0,1,2.2,0.41,34.91
Paul Pogba,Man Utd,Everton,2021-10-02,True,Sub,20,0.0,0.14,0.0,0.1,1,2.0,1.0,2.3,0,0,0,2.6,0.48,34.5
Paul Pogba,Man Utd,Leeds United,2021-10-16,False,DMC,90,0.0,0.11,0.0,0.02,1,3.0,1.0,3.3,0,0,4,2.8,0.51,36.0
Paul Pogba,Man Utd,Liverpool,2021-10-24,True,Sub,15,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0,1,3.0,0.53,35.45
