name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Jordan Henderson,Liverpool,Brighton,2021-10-30,True,MC,90,1,0.08,0,0.02,10,3,1,7.5,3,0,2,0.0,0.0,90.0
Jordan Henderson,Liverpool,West Ham,2021-11-07,False,MC,90,0,0.02,0,0.21,2,1,3,8.2,0,0,3,10.0,0.08,90.0
Jordan Henderson,Liverpool,Arsenal,2021-11-20,True,Sub,14,0,0.0,0,0.0,1,0,0,0.3,0,0,0,6.0,0.05,64.67
Jordan Henderson,Liverpool,Southampton,2021-11-27,True,MC,66,0,0.04,0,0.22,3,1,3,6.4,0,1,0,4.33,0.03,65.0
Jordan Henderson,Liverpool,Everton,2021-12-01,False,MC,82,1,0.07,1,0.32,13,1,2,9.9,3,0,1,4.0,0.03,68.4
Jordan Henderson,Liverpool,Wolverhampton,2021-12-04,False,MC,67,0,0.0,0,0.0,3,0,0,1.2,0,1,0,5.8,0.24,68.17
Jordan Henderson,Liverpool,Aston Villa,2021-12-11,True,MC,90,0,0.0,0,0.05,3,0,1,4.2,0,1,0,4.4,0.23,71.29
Jordan Henderson,Liverpool,Newcastle United,2021-12-16,True,MC,90,0,0.11,0,0.1,1,2,1,6.2,0,0,1,4.6,0.22,73.62
Jordan Henderson,Liverpool,Burnley,2021-08-21,True,MC,90,0,0.01,0,0.05,3,1,1,2.5,0,1,0,4.6,0.25,75.44
Jordan Henderson,Liverpool,Leeds United,2021-12-28,False,MC,69,0,0.06,0,0.0,2,3,0,1.4,0,0,1,4.6,0.24,74.8
Jordan Henderson,Liverpool,Chelsea,2022-01-02,False,MC,90,0,0.0,0,0.0,2,0,0,2.2,0,0,2,2.4,0.04,76.18
Jordan Henderson,Liverpool,Brentford,2022-01-16,True,MC,90,0,0.0,0,0.09,3,0,1,3.8,0,1,0,2.2,0.04,77.33
Jordan Henderson,Liverpool,Crystal Palace,2022-01-23,False,MC,90,0,0.2,0,0.02,2,4,1,6.0,0,0,1,2.2,0.04,78.31
Jordan Henderson,Liverpool,Burnley,2022-02-13,False,MC,58,0,0.0,0,0.0,0,0,0,0.5,0,0,0,2.4,0.05,76.86
Jordan Henderson,Liverpool,Norwich,2022-02-19,True,MC,90,0,0.05,1,0.47,6,2,3,10.0,1,0,1,1.8,0.05,77.73
Jordan Henderson,Liverpool,Leicester City,2022-02-23,True,Sub,22,0,0.0,1,0.56,4,0,1,3.4,0,0,0,2.6,0.25,74.25
Jordan Henderson,Liverpool,West Ham,2022-03-05,True,MC,90,0,0.0,0,0.06,3,0,2,4.2,0,1,0,3.0,0.45,75.18
Jordan Henderson,Liverpool,Brighton,2022-03-12,False,MC,85,0,0.09,0,0.0,3,1,0,2.5,0,1,0,3.0,0.45,75.72
Jordan Henderson,Liverpool,Arsenal,2022-03-16,False,MC,90,0,0.0,0,0.0,3,0,0,1.0,0,1,0,3.2,0.43,76.47
Jordan Henderson,Liverpool,Chelsea,2021-08-28,True,MC,73,0,0.31,0,0.0,2,2,0,2.3,0,0,1,3.8,0.43,76.3
Jordan Henderson,Liverpool,Watford,2022-04-02,True,MC,90,0,0.0,0,0.16,3,0,2,4.9,0,1,0,3.0,0.28,76.95
Jordan Henderson,Liverpool,Manchester City,2022-04-10,False,MC,77,0,0.02,0,0.0,2,1,0,1.0,0,0,2,2.8,0.08,76.95
Jordan Henderson,Liverpool,Manchester United,2022-04-19,True,MC,90,0,0.04,0,0.02,3,2,1,3.8,0,1,0,2.6,0.08,77.52
Jordan Henderson,Liverpool,Everton,2022-04-24,True,Sub,8,0,0.0,0,0.04,1,0,1,2.0,0,0,0,2.6,0.07,74.62
Jordan Henderson,Liverpool,Newcastle United,2022-04-30,False,MC,68,0,0.06,0,0.02,3,1,1,2.6,0,1,0,2.2,0.07,74.36
Jordan Henderson,Liverpool,Tottenham,2022-05-07,True,MC,64,0,0.05,0,0.0,2,2,0,3.6,0,0,1,2.4,0.02,73.96
Jordan Henderson,Liverpool,Aston Villa,2022-05-10,False,Sub,60,0,0.0,0,0.03,3,0,1,2.3,0,1,0,2.2,0.03,73.44
Jordan Henderson,Liverpool,Southampton,2022-05-17,False,Sub,45,0,0.0,0,0.0,1,0,0,1.4,0,0,0,2.4,0.03,72.43
Jordan Henderson,Liverpool,Wolverhampton,2022-05-22,True,MC,90,0,0.0,0,0.06,2,0,1,0.0,0,0,1,2.0,0.02,73.03
Jordan Henderson,Liverpool,Leicester City,2021-09-12,False,Sub,27,0,0.07,0,0.13,1,1,1,2.8,0,0,0,2.2,0.02,71.5
Jordan Henderson,Liverpool,Crystal Palace,2021-09-18,True,MC,87,0,0.08,0,0.36,2,2,3,8.1,0,1,0,1.8,0.02,72.0
Jordan Henderson,Liverpool,Brentford,2021-09-25,False,MC,90,0,0.0,1,0.39,7,0,3,8.2,2,0,3,1.8,0.03,72.56
Jordan Henderson,Liverpool,Manchester City,2021-10-03,True,MC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,2,2.6,0.23,73.09
Jordan Henderson,Liverpool,Watford,2021-10-16,False,MC,90,0,0.0,0,0.0,3,0,0,1.8,0,1,0,2.8,0.23,73.59
Jordan Henderson,Liverpool,Manchester United,2021-10-24,False,MC,90,0,0.02,1,0.81,6,1,3,8.8,0,1,0,3.0,0.23,74.06
